"","OTU","Sample","Abundance","depth_m","avg_cells_ml","Kingdom","Phylum","Class","Order","Family","Genus","OTU_RA","AA_Arch_Bac","AA_Arch_Bac_roundof","TAX"
"84","Otu00004","LC-15point5m-E1",562,15.5,585000,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae_ge",0.0802284082798001,46933.6188436831,46934,"Bacteroidetes|Lentimicrobiaceae_ge"
"85","Otu00025","LC-5m-E1",556,5,86666.66667,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acTH1","acTH1-A",0.0393795594588852,3412.89515323465,3413,"Actinobacteria|acTH1-A"
"86","Otu00047","LC-11m-E1",539,11,104333.3333,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","bacIII","bacIII-A",0.0217962715839702,2274.07766786769,2274,"Bacteroidetes|bacIII-A"
"87","Otu00038","LC-11m-E1",537,11,104333.3333,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","betI","betI-A",0.0217153948805047,2265.63953180881,2266,"Proteobacteria|betI-A"
"88","Otu00025","LC-9m-E1",536,9,73000,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acTH1","acTH1-A",0.0235263134793486,1717.42088399245,1717,"Actinobacteria|acTH1-A"
"89","Otu00032","Cadagno7m-E2",533,7,157333.3333,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acI","acI-A",0.0233659199509009,3676.23807149621,3676,"Actinobacteria|acI-A"
"90","Otu00090","LC-3m-E1",527,3,95666.66667,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","bacVI","unclassified",0.0174243676640767,1666.93117325475,1667,"Bacteroidetes|unclassified"
"91","Otu00007","Cadagno7m-E2",510,7,157333.3333,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acI","acI-A",0.0223576344745956,3517.60115659112,3518,"Actinobacteria|acI-A"
"92","Otu00007","LC-13m-E1",504,13,95333.33333,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acI","acI-A",0.0301706076025142,2876.26459133912,2876,"Actinobacteria|acI-A"
"93","Otu00015","LC-5m-E1",492,5,86666.66667,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acI","acI-A",0.034846660528366,3020.04391257455,3020,"Actinobacteria|acI-A"
"94","Otu00047","Cadagno7m-E2",487,7,157333.3333,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","bacIII","bacIII-A",0.0213493489982903,3358.96424168603,3359,"Bacteroidetes|bacIII-A"
"95","Otu00056","LC-11m-E1",487,11,104333.3333,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Luna1","Luna1-A",0.0196934772938655,2054.68613033685,2055,"Actinobacteria|Luna1-A"
"96","Otu00025","Cadagno7m-E2",486,7,157333.3333,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acTH1","acTH1-A",0.0213055104993205,3352.06698451624,3352,"Actinobacteria|acTH1-A"
"97","Otu00040","LC-9m-E1",484,9,73000,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","alfV","alfV-A",0.0212439099328447,1550.80542509766,1551,"Proteobacteria|alfV-A"
"98","Otu00015","LC-9m-E1",476,9,73000,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","acI","acI-A",0.0208927709256902,1525.17227757539,1525,"Actinobacteria|acI-A"
"99","Otu00061","LC-3m-E1",473,3,95666.66667,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",0.0156389485865432,1496.1260814981,1496,"Verrucomicrobia|Luteolibacter"
"100","Otu00022","LC-5m-E1",470,5,86666.66667,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","bacI","bacI-A",0.0332884765210001,2885.00129859764,2885,"Bacteroidetes|bacI-A"
"101","Otu00031","LC-11m-E1",469,11,104333.3333,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","acIV","acIV-A",0.0189655869626754,1978.74290580695,1979,"Actinobacteria|acIV-A"
"102","Otu00013","LC-17m-E1",465,17,434666.6667,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","gamI","unclassified",0.0273095671580431,11870.5585256064,11871,"Proteobacteria|unclassified"
"103","Otu00042","LC-13m-E1",462,13,95333.33333,"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast","Chloroplast_fa","Chloroplast_ge",0.0276563903023047,2636.57587539419,2637,"Cyanobacteria|Chloroplast_ge"
"104","Otu00005","LC-13m-E1",456,13,95333.33333,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","betI","betI-B",0.0272972164022748,2602.3346302592,2602,"Proteobacteria|betI-B"
"105","Otu00020","Cadagno15m-E2",449,15,905000,"Bacteria","Bacteroidetes","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium",0.0229926259729619,20808.3265055305,20808,"Bacteroidetes|Chlorobium"
"106","Otu00020","LC-17m-E1",445,17,434666.6667,"Bacteria","Bacteroidetes","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium",0.0261349621189875,11359.9968685911,11360,"Bacteroidetes|Chlorobium"
"107","Otu00096","LC-3m-E1",432,3,95666.66667,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","bacIII","bacIII-B",0.0142833526202678,1366.44073405323,1366,"Bacteroidetes|bacIII-B"
"108","Otu00020","LC-19m-E1",427,19,397000,"Bacteria","Bacteroidetes","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium",0.0247981880480864,9844.88065509031,9845,"Bacteroidetes|Chlorobium"
"109","Otu00064","LC-3m-E1",424,3,95666.66667,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","betII","Pnec",0.0140188460902629,1341.13627601521,1341,"Proteobacteria|Pnec"
"110","Otu00012","LC-13m-E1",423,13,95333.33333,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified",0.0253217599521101,2414.00778201676,2414,"Firmicutes|Erysipelotrichaceae_unclassified"
"111","Otu00018","Cadagno15m-E2",417,15,905000,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","bacII","bacII-A",0.0213539532978288,19325.327734535,19325,"Bacteroidetes|bacII-A"
"112","Otu00037","LC-9m-E1",408,9,73000,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","uncultured",0.0179080893648773,1307.29052363604,1307,"Proteobacteria|uncultured"
"113","Otu00022","Cadagno7m-E2",404,7,157333.3333,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","bacI","bacI-A",0.0177107535837973,2786.49189659375,2786,"Bacteroidetes|bacI-A"
"114","Otu00035","LC-5m-E1",401,5,86666.66667,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","betII","Pnec",0.0284014448615341,2461.45855476096,2461,"Proteobacteria|Pnec"
"115","Otu00018","LC-19m-E1",396,19,397000,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","bacII","bacII-A",0.0229978512108717,9130.14693071607,9130,"Bacteroidetes|bacII-A"
"116","Otu00042","LC-3m-E1",396,3,95666.66667,"Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast","Chloroplast_fa","Chloroplast_ge",0.0130930732352455,1252.57067288213,1253,"Cyanobacteria|Chloroplast_ge"
