OTU,Sample,Abundance,depth_m,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,cells_ml
Otu00058,LC-19m-E1,0.013257797,19,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,5263
Otu00015,LC-13m-E1,0.01324543,13,95333.33333,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,1263
Otu00096,LC-5m-E1,0.013244564,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,1148
Otu00046,Cadagno15m-E2,0.013136963,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,11889
Otu00042,LC-3m-E1,0.013103038,3,95666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,1254
Otu00057,LC-19m-E1,0.013024179,19,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,5171
Otu00035,LC-9m-E1,0.012962475,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,946
Otu00066,LC-17m-E1,0.012807649,17,434666.6667,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,5567
Otu00086,LC-9m-E1,0.012567009,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,917
Otu00032,LC-5m-E1,0.012536299,5,86666.66667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,1086
Otu00049,LC-17m-E1,0.012394499,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,5387
Otu00065,LC-11m-E1,0.012381145,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,1292
Otu00051,LC-11m-E1,0.012340684,11,104333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,1288
Otu00057,LC-17m-E1,0.012158414,17,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,5285
Otu00069,LC-19m-E1,0.012148114,19,397000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,4823
Otu00042,LC-5m-E1,0.012040513,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,1044
Otu00037,LC-19m-E1,0.0119729,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,4753
Otu00066,LC-19m-E1,0.011914496,19,397000,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,4730
Otu00053,LC-15point5m-E1,0.011884307,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,6952
Otu00058,LC-15point5m-E1,0.011884307,15.5,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,6952
Otu00048,LC-13m-E1,0.011866946,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,1131
Otu00007,LC-19m-E1,0.011797687,19,397000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,4684
Otu00110,LC-3m-E1,0.01174641,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,1124
Otu00054,LC-15point5m-E1,0.011741123,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,6869
Otu00072,LC-19m-E1,0.011622474,19,397000,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,4614
Otu00062,LC-17m-E1,0.011568199,17,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,5028
Otu00045,Cadagno7m-E2,0.011403009,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,1794
Otu00054,LC-19m-E1,0.011388856,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,4521
Otu00002,LC-19m-E1,0.011330452,19,397000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-B,4498
Otu00053,Cadagno15m-E2,0.011289578,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,10217
Otu00033,Cadagno15m-E2,0.011084313,15,905000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,10031
Otu00019,LC-13m-E1,0.010967935,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,1046
Otu00049,LC-19m-E1,0.010571195,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,4197
Otu00007,Cadagno15m-E2,0.01057115,15,905000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,9567
Otu00048,Cadagno7m-E2,0.010569712,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,1663
Otu00032,LC-3m-E1,0.010522136,3,95666.66667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,1007
Otu00053,LC-17m-E1,0.010151685,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,4413
Otu00074,LC-17m-E1,0.010033642,17,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,4361
Otu00070,LC-13m-E1,0.01000899,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,954
Otu00080,LC-13m-E1,0.01000899,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,954
Otu00145,LC-9m-E1,0.009974514,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,728
Otu00123,LC-3m-E1,0.009827278,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,940
Otu00077,LC-15point5m-E1,0.009736541,15.5,585000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,5696
Otu00014,LC-15point5m-E1,0.009593356,15.5,585000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI_unclassified,5612
Otu00130,LC-3m-E1,0.009496393,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,908
Otu00032,LC-9m-E1,0.009447227,9,73000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,690
Otu00130,LC-5m-E1,0.009349104,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,810
Otu00043,Cadagno15m-E2,0.009288243,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,8406
Otu00083,LC-3m-E1,0.009198597,3,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,880
Otu00025,LC-11m-E1,0.009144244,11,104333.3333,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acTH1,acTH1-A,954
Otu00065,LC-5m-E1,0.008994971,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,780
Otu00048,LC-15point5m-E1,0.008877434,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,5193
Otu00017,LC-13m-E1,0.008870243,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,846
Otu00050,LC-13m-E1,0.008870243,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,846
Otu00061,LC-5m-E1,0.008853318,5,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,767
Otu00014,LC-17m-E1,0.008853214,17,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI_unclassified,3848
Otu00058,LC-17m-E1,0.008794192,17,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,3823
Otu00002,Cadagno15m-E2,0.008775081,15,905000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-B,7941
Otu00048,Cadagno15m-E2,0.008775081,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,7941
Otu00047,LC-3m-E1,0.008735358,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-A,836
Otu00056,LC-5m-E1,0.008711665,5,86666.66667,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,755
Otu00083,LC-5m-E1,0.008711665,5,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,755
Otu00054,LC-17m-E1,0.008558107,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,3720
Otu00056,Cadagno7m-E2,0.008552256,7,157333.3333,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,1346
Otu00005,LC-11m-E1,0.008537326,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-B,891
Otu00043,LC-13m-E1,0.008510638,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,811
Otu00143,LC-5m-E1,0.008428359,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,730
Otu00040,Cadagno7m-E2,0.00828911,7,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,alfV,alfV-A,1304
Otu00005,Cadagno7m-E2,0.008157537,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-B,1283
Otu00089,LC-19m-E1,0.00811821,19,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,3223
Otu00008,LC-5m-E1,0.008074226,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,700
Otu00085,LC-5m-E1,0.008074226,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,700
Otu00075,LC-19m-E1,0.008059806,19,397000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,3200
Otu00056,LC-3m-E1,0.0080405,3,95666.66667,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,769
Otu00065,LC-9m-E1,0.007953247,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,581
Otu00143,LC-3m-E1,0.007941235,3,95666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,760
Otu00033,LC-19m-E1,0.007884593,19,397000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,3130
Otu00069,LC-15point5m-E1,0.007875143,15.5,585000,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,4607
Otu00118,LC-11m-E1,0.007849484,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,819
Otu00100,LC-19m-E1,0.007826189,19,397000,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,3107
Otu00058,Cadagno15m-E2,0.007800072,15,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,7059
Otu00151,Cadagno7m-E2,0.007762817,7,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,1221
Otu00074,LC-19m-E1,0.00770938,19,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,3061
Otu00022,LC-13m-E1,0.007671561,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-A,731
Otu00037,Cadagno15m-E2,0.007646123,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,uncultured,6920
Otu00085,Cadagno7m-E2,0.007631244,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,1201
Otu00057,LC-15point5m-E1,0.007588774,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,4439
Otu00043,LC-15point5m-E1,0.00744559,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,4356
Otu00110,LC-5m-E1,0.007436787,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,645
Otu00123,LC-5m-E1,0.007436787,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,645
Otu00089,LC-17m-E1,0.007318657,17,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,3181
Otu00042,LC-9m-E1,0.007250198,9,73000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,529
Otu00074,Cadagno15m-E2,0.007235593,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,6548
Otu00077,LC-17m-E1,0.007200614,17,434666.6667,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,3130
Otu00075,LC-13m-E1,0.007192089,13,95333.33333,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,686
Otu00043,LC-3m-E1,0.0071802,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,687
Otu00095,LC-15point5m-E1,0.007159221,15.5,585000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,4188
Otu00038,LC-5m-E1,0.007082655,5,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,614
Otu00114,LC-5m-E1,0.007082655,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,614
Otu00076,LC-17m-E1,0.007082571,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,3079
Otu00085,LC-9m-E1,0.007030495,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,513
Otu00054,Cadagno15m-E2,0.007030328,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,6362
Otu00067,Cadagno15m-E2,0.007030328,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,6362
Otu00067,LC-15point5m-E1,0.007016037,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,4104
Otu00070,LC-15point5m-E1,0.007016037,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,4104
Otu00069,LC-17m-E1,0.006964528,17,434666.6667,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,3027
Otu00079,LC-19m-E1,0.006950123,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,2759
Otu00105,LC-19m-E1,0.006950123,19,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,2759
Otu00064,Cadagno7m-E2,0.006929521,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,1090
Otu00065,LC-3m-E1,0.006915492,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,662
Otu00100,LC-17m-E1,0.006905507,17,434666.6667,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,3002
Otu00062,LC-15point5m-E1,0.006872852,15.5,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,4021
Otu00050,LC-3m-E1,0.006849315,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,655
Otu00075,LC-17m-E1,0.006846485,17,434666.6667,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,2976
Otu00057,Cadagno15m-E2,0.006773747,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,6130
Otu00113,LC-11m-E1,0.00675703,11,104333.3333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,705
Otu00070,Cadagno15m-E2,0.006671114,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,6037
Otu00077,LC-19m-E1,0.006658101,19,397000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,2643
Otu00085,LC-3m-E1,0.006650784,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,636
Otu00072,LC-17m-E1,0.006492357,17,434666.6667,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,2822
Otu00107,Cadagno7m-E2,0.006447086,7,157333.3333,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acSTL,acSTL-A,1014
Otu00023,LC-11m-E1,0.00643334,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIV,betIV-A,671
Otu00008,LC-3m-E1,0.006419165,3,95666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,614
Otu00094,LC-13m-E1,0.006412946,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,611
Otu00038,LC-3m-E1,0.006386076,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,611
Otu00092,LC-19m-E1,0.006366079,19,397000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,2527
Otu00067,LC-17m-E1,0.006315292,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,2745
Otu00119,LC-19m-E1,0.006307674,19,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,2504
Otu00072,LC-15point5m-E1,0.006300115,15.5,585000,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,3686
Otu00074,LC-15point5m-E1,0.006300115,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,verI-B,Xip-B1,3686
Otu00075,Cadagno15m-E2,0.006209268,15,905000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,5619
Otu00057,LC-13m-E1,0.006173209,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,589
Otu00043,LC-5m-E1,0.006161909,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,534
Otu00080,LC-11m-E1,0.006150111,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,642
Otu00147,LC-3m-E1,0.00608828,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,gamIV,gamIV-A,582
Otu00104,LC-19m-E1,0.006074057,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,2411
Otu00067,LC-13m-E1,0.006053341,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD1-131,KD1-131_ge,577
Otu00053,LC-19m-E1,0.006015652,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,2388
Otu00227,LC-13m-E1,0.005993407,13,95333.33333,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,571
Otu00048,LC-17m-E1,0.005902142,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,2565
Otu00036,LC-11m-E1,0.005866882,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,uncultured_fa,uncultured_ge,612
Otu00040,LC-11m-E1,0.005866882,11,104333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,alfV,alfV-A,612
Otu00036,LC-5m-E1,0.005807777,5,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,uncultured_fa,uncultured_ge,503
Otu00035,Cadagno7m-E2,0.00578922,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,911
Otu00056,LC-13m-E1,0.005753671,13,95333.33333,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,549
Otu00156,LC-5m-E1,0.00573695,5,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-B,497
Otu00015,LC-15point5m-E1,0.005727377,15.5,585000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-A,3351
Otu00101,LC-17m-E1,0.005666057,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,2463
Otu00051,Cadagno7m-E2,0.005657647,7,157333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,890
Otu00050,Cadagno15m-E2,0.005644789,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,5109
Otu00062,Cadagno15m-E2,0.005644789,15,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,5109
Otu00059,LC-11m-E1,0.005624115,11,104333.3333,Bacteria,Chloroflexi,SL56_marine_group,SL56_marine_group_or,SL56_marine_group_fa,SL56_marine_group_ge,587
Otu00149,LC-5m-E1,0.005595297,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,485
Otu00014,Cadagno15m-E2,0.005593473,15,905000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI_unclassified,5062
Otu00079,LC-15point5m-E1,0.005584192,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,3267
Otu00086,LC-17m-E1,0.005548014,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,2412
Otu00095,LC-17m-E1,0.005548014,17,434666.6667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,2412
Otu00113,LC-5m-E1,0.005524471,5,86666.66667,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,479
Otu00001,LC-13m-E1,0.005513935,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,526
Otu00046,LC-13m-E1,0.005394067,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,514
Otu00062,LC-13m-E1,0.005394067,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,514
Otu00064,LC-11m-E1,0.005381347,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,561
Otu00089,Cadagno15m-E2,0.005336891,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,4830
Otu00100,LC-15point5m-E1,0.005297824,15.5,585000,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,uncultured,3099
Otu00138,LC-19m-E1,0.005256395,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,2087
Otu00114,LC-9m-E1,0.00518499,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,379
Otu00018,LC-11m-E1,0.005179041,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,540
Otu00145,LC-5m-E1,0.005170338,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,448
Otu00101,LC-15point5m-E1,0.005154639,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,3015
Otu00087,Cadagno15m-E2,0.005131626,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,4644
Otu00157,LC-19m-E1,0.005081182,19,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,2017
Otu00072,Cadagno15m-E2,0.00508031,15,905000,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,4598
Otu00077,Cadagno15m-E2,0.00508031,15,905000,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,4598
