OTU,Sample,OTU Count,Depth,Average cells/ml,Kingdom,Phylum,Class,Order,Family,Genus,OTU Relative Abundance,Absolute Abundance,Absolute Abundance round off,Phylum|Genus
Otu01887,LC-19m-E1,1,19,397000,Archaea,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,5.81E-05,23.05592659,23,Euryarchaeota|Marine_Benthic_Group_D_and_DHVEG-1_ge
Otu01888,LC-19m-E1,1,19,397000,Archaea,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,5.81E-05,23.05592659,23,Euryarchaeota|Marine_Benthic_Group_D_and_DHVEG-1_ge
Otu01921,LC-19m-E1,1,19,397000,Archaea,Asgardaeota,Lokiarchaeia,Lokiarchaeia_or,Lokiarchaeia_fa,Lokiarchaeia_ge,5.81E-05,23.05592659,23,Asgardaeota|Lokiarchaeia_ge
Otu02102,LC-19m-E1,1,19,397000,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,5.81E-05,23.05592659,23,Euryarchaeota|Methanospirillum
Otu02104,LC-19m-E1,1,19,397000,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,5.81E-05,23.05592659,23,Euryarchaeota|Methanospirillum
Otu02412,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Nanohaloarchaeia,Aenigmarchaeales,Aenigmarchaeales_fa,Aenigmarchaeales_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Aenigmarchaeales_ge
Otu02413,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Nanohaloarchaeia,Aenigmarchaeales,Aenigmarchaeales_fa,Aenigmarchaeales_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Aenigmarchaeales_ge
Otu02791,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02794,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02795,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02799,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02803,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02805,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02806,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02807,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02808,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02982,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02984,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02993,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu02994,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu03236,LC-19m-E1,1,19,397000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.81E-05,23.05592659,23,Archaea_unclassified|Archaea_unclassified
Otu03239,LC-19m-E1,1,19,397000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.81E-05,23.05592659,23,Archaea_unclassified|Archaea_unclassified
Otu03440,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,5.81E-05,23.05592659,23,Nanoarchaeaeota|Nanoarchaeaeota_unclassified
Otu03442,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,5.81E-05,23.05592659,23,Nanoarchaeaeota|Nanoarchaeaeota_unclassified
