OTU,Sample,OTU Count,Depth,Average cells/ml,Kingdom,Phylum,Class,Order,Family,Genus,OTU Relative Abundance,Absolute Abundance,Absolute Abundance round off,Phylum|Genus
Otu02813,Cadagno15m-E2,1,15,905000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.12E-05,46.34371159,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu02814,Cadagno15m-E2,1,15,905000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.12E-05,46.34371159,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu02823,Cadagno15m-E2,1,15,905000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.12E-05,46.34371159,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu02879,Cadagno15m-E2,1,15,905000,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmata_unclassified,Thermoplasmata_unclassified,Thermoplasmata_unclassified,5.12E-05,46.34371159,46,Euryarchaeota|Thermoplasmata_unclassified
Otu03221,Cadagno15m-E2,1,15,905000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.12E-05,46.34371159,46,Archaea_unclassified|Archaea_unclassified
Otu03392,Cadagno15m-E2,1,15,905000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.12E-05,46.34371159,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu03393,Cadagno15m-E2,1,15,905000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.12E-05,46.34371159,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu03449,Cadagno15m-E2,1,15,905000,Archaea,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,5.12E-05,46.34371159,46,Nanoarchaeaeota|Nanoarchaeaeota_unclassified
Otu00276,LC-15point5m-E1,10,15.5,585000,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,0.001427551749,835.117773,835,Euryarchaeota|Methanoregula
Otu00326,LC-15point5m-E1,3,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0004282655246,250.5353319,251,Nanoarchaeaeota|Woesearchaeia_ge
Otu00537,LC-15point5m-E1,3,15.5,585000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0004282655246,250.5353319,251,Archaea_unclassified|Archaea_unclassified
Otu00434,LC-15point5m-E1,2,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0002855103498,167.0235546,167,Nanoarchaeaeota|Woesearchaeia_ge
Otu00473,LC-15point5m-E1,2,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0002855103498,167.0235546,167,Nanoarchaeaeota|Woesearchaeia_ge
Otu00811,LC-15point5m-E1,2,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0002855103498,167.0235546,167,Nanoarchaeaeota|Woesearchaeia_ge
Otu00846,LC-15point5m-E1,2,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0002855103498,167.0235546,167,Nanoarchaeaeota|Woesearchaeia_ge
Otu01080,LC-15point5m-E1,2,15.5,585000,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,0.0002855103498,167.0235546,167,Euryarchaeota|Methanosaeta
Otu00627,LC-15point5m-E1,1,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001427551749,83.5117773,84,Nanoarchaeaeota|Woesearchaeia_ge
Otu00990,LC-15point5m-E1,1,15.5,585000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0001427551749,83.5117773,84,Archaea_unclassified|Archaea_unclassified
Otu01373,LC-15point5m-E1,1,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001427551749,83.5117773,84,Nanoarchaeaeota|Woesearchaeia_ge
Otu01670,LC-15point5m-E1,1,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001427551749,83.5117773,84,Nanoarchaeaeota|Woesearchaeia_ge
Otu02371,LC-15point5m-E1,1,15.5,585000,Archaea,Euryarchaeota,Thermoplasmata,SG8-5,SG8-5_fa,SG8-5_ge,0.0001427551749,83.5117773,84,Euryarchaeota|SG8-5_ge
Otu02726,LC-15point5m-E1,1,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001427551749,83.5117773,84,Nanoarchaeaeota|Woesearchaeia_ge
Otu03004,LC-15point5m-E1,1,15.5,585000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001427551749,83.5117773,84,Nanoarchaeaeota|Woesearchaeia_ge
Otu03478,LC-15point5m-E1,1,15.5,585000,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,uncultured,uncultured_ge,0.0001427551749,83.5117773,84,Euryarchaeota|uncultured_ge
Otu00276,LC-17m-E1,22,17,434666.6667,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,0.001292065543,561.6178227,562,Euryarchaeota|Methanoregula
Otu00326,LC-17m-E1,15,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0008809537793,382.9212428,383,Nanoarchaeaeota|Woesearchaeia_ge
Otu00434,LC-17m-E1,5,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0002936512598,127.6404143,128,Nanoarchaeaeota|Woesearchaeia_ge
Otu00519,LC-17m-E1,4,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0002349210078,102.1123314,102,Nanoarchaeaeota|Woesearchaeia_ge
Otu00537,LC-17m-E1,4,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0002349210078,102.1123314,102,Archaea_unclassified|Archaea_unclassified
Otu00754,LC-17m-E1,3,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001761907559,76.58424855,77,Nanoarchaeaeota|Woesearchaeia_ge
Otu01086,LC-17m-E1,3,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001761907559,76.58424855,77,Nanoarchaeaeota|Woesearchaeia_ge
Otu01367,LC-17m-E1,3,17,434666.6667,Archaea,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,0.0001761907559,76.58424855,77,Nanoarchaeaeota|Nanoarchaeaeota_unclassified
Otu01387,LC-17m-E1,3,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001761907559,76.58424855,77,Nanoarchaeaeota|Woesearchaeia_ge
Otu01393,LC-17m-E1,3,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001761907559,76.58424855,77,Nanoarchaeaeota|Woesearchaeia_ge
Otu00473,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu00627,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu00639,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu00811,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu00922,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu01019,LC-17m-E1,2,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0001174605039,51.0561657,51,Archaea_unclassified|Archaea_unclassified
Otu01072,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu01158,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu01394,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu01402,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu01808,LC-17m-E1,2,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0001174605039,51.0561657,51,Archaea_unclassified|Archaea_unclassified
Otu01908,LC-17m-E1,2,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0001174605039,51.0561657,51,Archaea_unclassified|Archaea_unclassified
Otu01957,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu02087,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu02089,LC-17m-E1,2,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001174605039,51.0561657,51,Nanoarchaeaeota|Woesearchaeia_ge
Otu00625,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu00751,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu01032,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu01054,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu01056,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu01390,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu01466,LC-17m-E1,1,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.87E-05,25.52808285,26,Archaea_unclassified|Archaea_unclassified
Otu01618,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu01672,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu01892,LC-17m-E1,1,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.87E-05,25.52808285,26,Archaea_unclassified|Archaea_unclassified
Otu02723,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu02740,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu02748,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu02752,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu02802,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu02985,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu02986,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu02996,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu03017,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu03190,LC-17m-E1,1,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.87E-05,25.52808285,26,Archaea_unclassified|Archaea_unclassified
Otu03192,LC-17m-E1,1,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.87E-05,25.52808285,26,Archaea_unclassified|Archaea_unclassified
Otu03193,LC-17m-E1,1,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.87E-05,25.52808285,26,Archaea_unclassified|Archaea_unclassified
Otu03194,LC-17m-E1,1,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.87E-05,25.52808285,26,Archaea_unclassified|Archaea_unclassified
Otu03195,LC-17m-E1,1,17,434666.6667,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.87E-05,25.52808285,26,Archaea_unclassified|Archaea_unclassified
Otu03366,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.87E-05,25.52808285,26,Nanoarchaeaeota|Woesearchaeia_ge
Otu03444,LC-17m-E1,1,17,434666.6667,Archaea,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,5.87E-05,25.52808285,26,Nanoarchaeaeota|Nanoarchaeaeota_unclassified
Otu00276,LC-19m-E1,18,19,397000,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,0.001045356873,415.0066787,415,Euryarchaeota|Methanoregula
Otu00326,LC-19m-E1,7,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0004065276729,161.3914861,161,Nanoarchaeaeota|Woesearchaeia_ge
Otu00434,LC-19m-E1,7,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0004065276729,161.3914861,161,Nanoarchaeaeota|Woesearchaeia_ge
Otu00473,LC-19m-E1,6,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0003484522911,138.3355596,138,Nanoarchaeaeota|Woesearchaeia_ge
Otu01036,LC-19m-E1,4,19,397000,Archaea,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,0.0002323015274,92.22370637,92,Nanoarchaeaeota|Nanoarchaeaeota_unclassified
Otu00639,LC-19m-E1,3,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001742261455,69.16777978,69,Nanoarchaeaeota|Woesearchaeia_ge
Otu00751,LC-19m-E1,3,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001742261455,69.16777978,69,Nanoarchaeaeota|Woesearchaeia_ge
Otu01368,LC-19m-E1,3,19,397000,Archaea,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,0.0001742261455,69.16777978,69,Nanoarchaeaeota|Nanoarchaeaeota_unclassified
Otu01385,LC-19m-E1,3,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001742261455,69.16777978,69,Nanoarchaeaeota|Woesearchaeia_ge
Otu01415,LC-19m-E1,3,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001742261455,69.16777978,69,Nanoarchaeaeota|Woesearchaeia_ge
Otu00627,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu00840,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu00846,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01041,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01158,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01257,LC-19m-E1,2,19,397000,Archaea,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,0.0001161507637,46.11185319,46,Euryarchaeota|Marine_Benthic_Group_D_and_DHVEG-1_ge
Otu01370,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01373,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01384,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01445,LC-19m-E1,2,19,397000,Archaea,Asgardaeota,Asgardaeota_unclassified,Asgardaeota_unclassified,Asgardaeota_unclassified,Asgardaeota_unclassified,0.0001161507637,46.11185319,46,Asgardaeota|Asgardaeota_unclassified
Otu01466,LC-19m-E1,2,19,397000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0001161507637,46.11185319,46,Archaea_unclassified|Archaea_unclassified
Otu01640,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01696,LC-19m-E1,2,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.0001161507637,46.11185319,46,Nanoarchaeaeota|Woesearchaeia_ge
Otu01941,LC-19m-E1,2,19,397000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.0001161507637,46.11185319,46,Archaea_unclassified|Archaea_unclassified
Otu00519,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu00625,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu00907,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu00922,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu00982,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu01042,LC-19m-E1,1,19,397000,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,5.81E-05,23.05592659,23,Euryarchaeota|Methanobacterium
Otu01072,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu01395,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu01396,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu01425,LC-19m-E1,1,19,397000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5.81E-05,23.05592659,23,Archaea_unclassified|Archaea_unclassified
Otu01495,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu01677,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
Otu01769,LC-19m-E1,1,19,397000,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,5.81E-05,23.05592659,23,Nanoarchaeaeota|Woesearchaeia_ge
