Press_CTD1_29,Depth_m_CTD1_29,Temp_CTD1_29,Cond_CTD1_29,Chl_A_CTD1_29,Turb_CTD1_29,DO_mg_CTD1_29,pH_CTD1_29
9.175,12.075,7.194,0.212,4.844,0.346,2.29,7.91
9.143,12.043,7.173,0.212,4.782,0.285,2.286,7.91
9.224,12.124,7.151,0.212,4.721,0.561,2.233,7.91
9.257,12.157,7.127,0.213,4.69,0.315,2.198,7.91
9.257,12.157,7.091,0.212,4.598,0.285,2.19,7.91
9.323,12.223,7.062,0.213,4.445,0.285,2.152,7.9
9.356,12.256,7.033,0.213,4.384,0.285,2.1,7.9
9.356,12.256,7.005,0.213,4.353,0.285,2.089,7.9
9.421,12.321,6.981,0.213,4.322,1.637,2.088,7.9
9.519,12.419,6.958,0.213,4.292,0.715,2.019,7.9
9.552,12.452,6.937,0.213,4.322,0.438,1.99,7.9
9.536,12.436,6.915,0.213,4.476,0.377,1.984,7.89
9.569,12.469,6.894,0.213,4.752,0.315,1.966,7.89
9.552,12.452,6.873,0.213,5.15,0.346,1.91,7.89
9.634,12.534,6.851,0.214,5.487,0.377,1.898,7.89
9.601,12.501,6.83,0.214,5.825,0.377,1.895,7.89
9.618,12.518,6.804,0.214,6.346,0.408,1.837,7.89
9.634,12.534,6.784,0.214,6.806,0.438,1.822,7.88
9.7,12.6,6.762,0.214,7.296,0.408,1.817,7.88
9.732,12.632,6.737,0.214,7.787,0.438,1.796,7.88
9.732,12.632,6.708,0.214,8.185,0.531,1.765,7.88
9.782,12.682,6.678,0.214,8.706,1.176,1.759,7.88
9.814,12.714,6.649,0.214,9.258,0.684,1.76,7.88
9.831,12.731,6.62,0.214,9.933,0.623,1.717,7.88
9.831,12.731,6.594,0.214,10.485,0.623,1.7,7.87
9.864,12.764,6.57,0.215,10.883,0.531,1.696,7.87
9.896,12.796,6.551,0.215,11.159,0.561,1.686,7.87
9.88,12.78,6.534,0.215,11.466,0.653,1.658,7.87
9.945,12.845,6.511,0.215,12.202,0.684,1.65,7.87
9.962,12.862,6.49,0.215,12.937,0.653,1.652,7.87
9.978,12.878,6.47,0.215,13.428,0.776,1.604,7.87
9.995,12.895,6.448,0.215,13.673,0.715,1.592,7.87
10.011,12.911,6.426,0.215,13.734,0.653,1.59,7.86
10.044,12.944,6.403,0.215,13.888,0.684,1.574,7.86
10.077,12.977,6.38,0.215,14.041,0.715,1.552,7.86
10.126,13.026,6.358,0.215,14.532,0.715,1.548,7.86
10.142,13.042,6.338,0.215,15.114,0.715,1.549,7.86
10.208,13.108,6.32,0.215,15.635,0.776,1.513,7.86
10.24,13.14,6.303,0.216,16.463,0.746,1.499,7.86
10.208,13.108,6.28,0.216,17.812,0.776,1.495,7.86
10.191,13.091,6.261,0.216,18.916,0.807,1.466,7.85
10.224,13.124,6.24,0.216,20.173,0.899,1.446,7.85
10.24,13.14,6.22,0.216,21.614,0.93,1.442,7.85
10.339,13.239,6.2,0.216,23.116,1.053,1.443,7.85
10.339,13.239,6.179,0.216,24.496,1.084,1.412,7.85
10.339,13.239,6.161,0.216,25.783,0.961,1.407,7.85
10.355,13.255,6.143,0.216,27.04,0.93,1.404,7.85
10.453,13.353,6.127,0.216,28.052,1.022,1.387,7.85
10.453,13.353,6.109,0.216,28.91,1.114,1.365,7.85
10.47,13.37,6.091,0.217,29.861,1.391,1.361,7.85
10.503,13.403,6.073,0.216,31.179,1.207,1.362,7.84
10.552,13.452,6.051,0.217,33.632,1.145,1.328,7.84
10.584,13.484,6.034,0.217,35.839,1.145,1.323,7.84
10.634,13.534,6.016,0.217,37.955,1.237,1.322,7.84
10.617,13.517,5.998,0.217,39.856,1.237,1.298,7.84
10.666,13.566,5.982,0.217,41.542,1.268,1.281,7.84
10.65,13.55,5.966,0.217,42.952,1.268,1.279,7.84
10.65,13.55,5.953,0.217,44.209,1.268,1.279,7.84
10.699,13.599,5.943,0.217,45.497,1.391,1.245,7.83
10.781,13.681,5.932,0.217,46.815,1.391,1.236,7.83
10.781,13.681,5.919,0.217,48.011,1.36,1.234,7.83
10.83,13.73,5.904,0.217,48.655,1.483,1.217,7.83
10.847,13.747,5.882,0.217,48.808,1.452,1.196,7.83
10.797,13.697,5.864,0.217,49.298,1.452,1.194,7.83
10.847,13.747,5.85,0.217,50.249,1.575,1.188,7.83
10.879,13.779,5.837,0.217,49.973,1.575,1.163,7.83
10.912,13.812,5.823,0.217,47.459,1.606,1.159,7.83
10.945,13.845,5.812,0.217,44.117,1.637,1.158,7.83
11.01,13.91,5.799,0.217,43.136,3.542,1.139,7.82
11.01,13.91,5.77,0.218,45.251,6.245,1.125,7.82
11.01,13.91,5.716,0.218,47.919,5.569,1.123,7.81
11.06,13.96,5.671,0.218,47.949,4.955,1.125,7.79
11.06,13.96,5.645,0.218,46.049,6.307,1.103,7.77
11.109,14.009,5.61,0.218,42.676,7.136,1.097,7.75
11.158,14.058,5.543,0.218,36.851,7.106,1.099,7.71
11.158,14.058,5.488,0.218,32.927,6.768,1.079,7.68
11.207,14.107,5.438,0.218,29.892,6.43,1.073,7.66
11.223,14.123,5.395,0.218,29.033,6.245,1.071,7.63
11.24,14.14,5.358,0.218,29.554,6.768,1.066,7.61
11.289,14.189,5.331,0.218,29.432,7.689,1.051,7.59
11.289,14.189,5.312,0.218,28.727,7.198,1.049,7.57
11.305,14.205,5.294,0.218,27.623,6.798,1.05,7.55
11.338,14.238,5.283,0.218,26.55,7.044,1.036,7.53
11.387,14.287,5.276,0.218,25.477,7.167,1.027,7.52
11.387,14.287,5.269,0.218,25.415,7.075,1.025,7.5
11.42,14.32,5.262,0.219,25.538,7.997,1.027,7.49
11.469,14.369,5.251,0.218,26.274,8.949,1.009,7.48
11.486,14.386,5.25,0.218,26.121,9.011,1.009,7.47
11.486,14.386,5.253,0.218,25.477,11.161,1.01,7.46
11.535,14.435,5.264,0.218,24.588,10.731,0.992,7.45
11.584,14.484,5.271,0.218,23.76,8.826,0.987,7.44
11.584,14.484,5.268,0.218,23.974,7.782,0.986,7.44
11.6,14.5,5.261,0.218,24.526,8.857,0.98,7.43
11.666,14.566,5.255,0.218,24.618,9.41,0.965,7.43
11.633,14.533,5.248,0.218,24.128,9.379,0.963,7.42
11.682,14.582,5.247,0.218,23.852,9.072,0.963,7.42
11.666,14.566,5.249,0.218,25.231,8.027,0.956,7.41
11.715,14.615,5.255,0.218,26.213,7.659,0.951,7.41
11.715,14.615,5.255,0.218,25.783,7.904,0.95,7.41
11.748,14.648,5.255,0.218,25.047,8.58,0.945,7.41
11.715,14.615,5.258,0.218,24.373,9.348,0.936,7.4
11.764,14.664,5.26,0.219,23.852,9.195,0.936,7.4
11.813,14.713,5.261,0.219,23.3,9.072,0.938,7.4
11.813,14.713,5.26,0.219,22.625,8.826,0.924,7.4
11.797,14.697,5.257,0.219,22.166,7.474,0.921,7.4
11.83,14.73,5.254,0.219,21.951,6.952,0.92,7.4
11.928,14.828,5.251,0.219,22.411,7.075,0.919,7.4
11.944,14.844,5.247,0.219,22.993,6.921,0.913,7.4
11.928,14.828,5.242,0.218,24.465,7.843,0.912,7.39
11.994,14.894,5.239,0.218,27.5,8.427,0.913,7.39
12.043,14.943,5.247,0.218,29.83,9.84,0.904,7.39
12.059,14.959,5.265,0.218,31.731,11.561,0.902,7.39
12.043,14.943,5.283,0.218,33.356,12.267,0.902,7.39
12.075,14.975,5.298,0.218,34.644,12.851,0.899,7.39
12.108,15.008,5.315,0.218,35.471,13.65,0.892,7.39
12.108,15.008,5.332,0.218,35.686,14.019,0.893,7.39
12.092,14.992,5.35,0.218,35.747,14.418,0.895,7.39
12.108,15.008,5.364,0.218,35.717,15.063,0.883,7.39
12.174,15.074,5.378,0.218,34.736,14.94,0.881,7.39
12.19,15.09,5.387,0.218,32.927,14.725,0.881,7.39
12.19,15.09,5.392,0.218,31.516,13.588,0.88,7.39
12.256,15.156,5.393,0.218,30.689,11.776,0.873,7.39
12.256,15.156,5.386,0.218,29.922,11.438,0.873,7.39
12.288,15.188,5.376,0.218,29.002,11.868,0.876,7.39
12.305,15.205,5.366,0.218,28.359,11.96,0.862,7.39
12.387,15.287,5.36,0.218,28.113,11.346,0.86,7.39
12.354,15.254,5.356,0.218,28.052,11.038,0.861,7.39
12.338,15.238,5.349,0.218,27.623,10.455,0.859,7.4
12.403,15.303,5.341,0.218,27.132,11.192,0.854,7.4
12.469,15.369,5.333,0.218,26.856,11.253,0.854,7.4
12.469,15.369,5.323,0.218,26.366,11.284,0.857,7.4
12.501,15.401,5.311,0.218,25.354,11.192,0.852,7.4
12.501,15.401,5.299,0.218,23.484,10.731,0.852,7.4
12.567,15.467,5.294,0.218,21.92,9.902,0.852,7.4
12.551,15.451,5.284,0.218,20.418,8.55,0.85,7.4
12.551,15.451,5.263,0.219,19.069,7.167,0.846,7.39
12.633,15.533,5.229,0.219,18.027,6.184,0.845,7.39
12.649,15.549,5.193,0.219,17.199,5.385,0.848,7.39
12.698,15.598,5.162,0.219,16.647,5.078,0.844,7.39
12.747,15.647,5.137,0.219,16.31,4.893,0.845,7.39
12.78,15.68,5.116,0.219,16.157,4.771,0.844,7.39
12.78,15.68,5.1,0.219,16.187,4.955,0.845,7.38
12.862,15.762,5.091,0.219,16.371,5.201,0.842,7.38
12.911,15.811,5.087,0.219,16.678,5.293,0.841,7.38
12.911,15.811,5.092,0.219,16.862,5.324,0.843,7.38
12.944,15.844,5.101,0.219,16.708,5.262,0.838,7.37
12.993,15.893,5.108,0.219,16.463,5.047,0.837,7.37
12.993,15.893,5.113,0.219,16.402,4.924,0.839,7.37
13.075,15.975,5.116,0.219,16.432,4.955,0.837,7.37
13.124,16.024,5.116,0.219,16.494,5.078,0.833,7.37
13.157,16.057,5.117,0.219,16.524,5.047,0.834,7.37
13.173,16.073,5.119,0.218,16.555,5.078,0.837,7.37
13.173,16.073,5.122,0.218,16.616,5.17,0.836,7.36
13.239,16.139,5.124,0.219,16.647,5.201,0.836,7.36
13.337,16.237,5.127,0.218,16.739,5.262,0.837,7.36
13.321,16.221,5.128,0.218,16.8,5.262,0.835,7.36
13.386,16.286,5.13,0.219,16.8,5.17,0.83,7.36
13.403,16.303,5.13,0.219,16.739,5.231,0.831,7.36
13.419,16.319,5.131,0.219,16.647,5.262,0.832,7.36
13.435,16.335,5.13,0.219,16.586,5.201,0.828,7.35
13.485,16.385,5.13,0.219,16.402,5.109,0.829,7.35
13.501,16.401,5.128,0.219,16.126,4.924,0.83,7.35
13.55,16.45,5.126,0.219,15.85,4.74,0.828,7.35
13.534,16.434,5.12,0.219,15.543,4.586,0.827,7.35
13.567,16.467,5.113,0.219,15.237,4.463,0.827,7.35
13.632,16.532,5.103,0.219,14.961,4.433,0.831,7.35
13.698,16.598,5.092,0.219,14.746,4.371,0.826,7.35
13.763,16.663,5.08,0.219,14.532,4.31,0.827,7.34
13.796,16.696,5.074,0.219,14.378,4.248,0.83,7.34
13.796,16.696,5.068,0.219,14.194,4.187,0.824,7.34
13.829,16.729,5.065,0.219,14.01,4.279,0.823,7.34
13.861,16.761,5.061,0.219,13.888,4.218,0.823,7.34
13.878,16.778,5.058,0.219,13.826,4.248,0.826,7.34
13.894,16.794,5.056,0.219,13.796,4.248,0.824,7.34
14.009,16.909,5.055,0.219,13.796,4.248,0.825,7.34
14.009,16.909,5.052,0.219,13.765,4.31,0.826,7.34
14.009,16.909,5.05,0.219,13.734,4.279,0.822,7.34
14.058,16.958,5.049,0.219,13.643,4.218,0.817,7.33
14.058,16.958,5.048,0.219,13.612,4.248,0.818,7.33
14.222,17.122,5.046,0.219,13.551,4.156,0.821,7.33
14.222,17.122,5.043,0.219,13.459,4.064,0.818,7.33
14.271,17.171,5.039,0.219,13.336,3.941,0.82,7.33
14.32,17.22,5.033,0.22,13.213,3.91,0.822,7.33
14.369,17.269,5.026,0.22,13.091,3.849,0.82,7.33
14.369,17.269,5.02,0.22,12.999,3.91,0.819,7.33
14.419,17.319,5.013,0.22,12.907,3.88,0.821,7.33
14.435,17.335,5.008,0.22,12.815,3.787,0.822,7.33
14.435,17.335,5.004,0.22,12.753,3.818,0.821,7.33
14.451,17.351,5.001,0.22,12.692,3.849,0.821,7.32
14.501,17.401,4.997,0.22,12.631,3.818,0.823,7.32
14.533,17.433,4.994,0.22,12.477,3.757,0.82,7.32
14.582,17.482,4.99,0.22,12.447,3.726,0.818,7.32
14.664,17.564,4.987,0.22,12.508,3.787,0.819,7.32
14.632,17.532,4.984,0.22,12.569,3.818,0.822,7.32
14.681,17.581,4.983,0.22,12.631,3.849,0.821,7.32
14.73,17.63,4.985,0.22,12.661,3.849,0.822,7.32
14.763,17.663,4.99,0.22,12.6,3.849,0.824,7.32
14.795,17.695,4.994,0.22,12.631,3.941,0.821,7.32
14.812,17.712,4.997,0.22,12.692,3.88,0.82,7.32
14.845,17.745,4.999,0.22,12.784,3.849,0.82,7.32
14.91,17.81,5,0.22,12.907,3.787,0.821,7.32
14.943,17.843,5.002,0.22,12.999,3.818,0.817,7.32
14.992,17.892,5.006,0.219,12.907,3.88,0.818,7.32
15.025,17.925,5.008,0.22,12.815,3.849,0.821,7.32
15.09,17.99,5.008,0.22,12.692,3.818,0.817,7.32
15.107,18.007,5.002,0.22,12.6,3.695,0.816,7.32
15.123,18.023,4.993,0.22,12.477,3.664,0.816,7.32
15.156,18.056,4.984,0.22,12.386,3.695,0.818,7.32
15.172,18.072,4.978,0.22,12.294,3.664,0.816,7.32
15.205,18.105,4.972,0.22,12.232,3.634,0.818,7.32
15.254,18.154,4.969,0.22,12.171,3.634,0.82,7.32
15.287,18.187,4.966,0.22,12.14,3.664,0.821,7.32
15.32,18.22,4.965,0.22,12.14,3.664,0.821,7.31
15.353,18.253,4.966,0.22,12.232,3.695,0.821,7.31
15.434,18.334,4.97,0.22,12.324,3.664,0.822,7.31
15.434,18.334,4.973,0.22,12.386,3.664,0.821,7.31
15.5,18.4,4.975,0.22,12.355,3.695,0.822,7.31
15.5,18.4,4.978,0.22,12.294,3.695,0.824,7.31
15.533,18.433,4.979,0.22,12.202,3.695,0.823,7.31
15.533,18.433,4.979,0.22,12.14,3.664,0.823,7.31
15.549,18.449,4.974,0.22,12.11,3.664,0.825,7.31
15.582,18.482,4.968,0.22,12.14,3.695,0.824,7.31
15.615,18.515,4.962,0.22,12.11,3.603,0.821,7.31
15.664,18.564,4.958,0.22,12.048,3.664,0.822,7.31
15.647,18.547,4.954,0.22,11.956,3.757,0.824,7.31
15.68,18.58,4.95,0.22,11.834,3.757,0.821,7.31
15.713,18.613,4.947,0.22,11.803,3.695,0.822,7.31
15.811,18.711,4.945,0.22,11.772,3.664,0.822,7.31
15.762,18.662,4.943,0.22,11.742,3.695,0.823,7.31
15.811,18.711,4.941,0.22,11.68,3.664,0.822,7.31
15.828,18.728,4.942,0.22,11.711,3.634,0.821,7.31
15.877,18.777,4.942,0.22,11.834,3.695,0.825,7.31
15.877,18.777,4.941,0.22,11.956,3.664,0.822,7.31
15.877,18.777,4.94,0.22,12.079,3.726,0.822,7.31
15.877,18.777,4.939,0.22,12.171,3.818,0.821,7.31
15.91,18.81,4.938,0.22,12.202,3.849,0.824,7.31
15.926,18.826,4.937,0.22,12.232,3.941,0.823,7.31
15.975,18.875,4.943,0.22,12.294,3.818,0.825,7.31
16.008,18.908,4.95,0.22,12.324,3.818,0.828,7.31
16.024,18.924,4.957,0.22,12.355,3.849,0.826,7.31
16.008,18.908,4.963,0.22,12.324,3.91,0.826,7.31
16.09,18.99,4.969,0.22,12.324,3.818,0.827,7.31
16.106,19.006,4.972,0.22,12.386,3.849,0.827,7.31
16.123,19.023,4.975,0.22,12.416,3.818,0.826,7.31
16.221,19.121,4.975,0.22,12.416,3.818,0.827,7.31
16.155,19.055,4.976,0.22,12.386,3.787,0.83,7.31
16.188,19.088,4.979,0.22,12.355,3.88,0.822,7.31
16.237,19.137,4.981,0.22,12.355,3.787,0.822,7.31
16.237,19.137,4.982,0.22,12.324,3.726,0.821,7.31
16.237,19.137,4.981,0.22,12.263,3.726,0.821,7.31
16.254,19.154,4.979,0.22,12.202,3.726,0.821,7.31
16.287,19.187,4.977,0.22,12.14,3.695,0.822,7.31
16.319,19.219,4.976,0.22,12.048,3.695,0.823,7.31
16.385,19.285,4.975,0.22,12.018,3.726,0.821,7.31
16.368,19.268,4.973,0.22,11.987,3.664,0.821,7.31
16.45,19.35,4.97,0.22,11.956,3.634,0.822,7.31
16.467,19.367,4.968,0.22,11.956,3.634,0.822,7.31
16.483,19.383,4.966,0.22,11.956,3.695,0.821,7.31
16.5,19.4,4.963,0.221,11.956,3.726,0.822,7.31
16.532,19.432,4.96,0.221,11.987,3.695,0.824,7.31
16.565,19.465,4.957,0.221,12.018,3.787,0.82,7.31
16.581,19.481,4.956,0.221,12.048,3.787,0.822,7.31
16.647,19.547,4.957,0.22,12.079,3.818,0.824,7.31
16.713,19.613,4.959,0.22,12.14,3.849,0.82,7.31
16.729,19.629,4.961,0.22,12.171,3.849,0.822,7.31
16.745,19.645,4.963,0.22,12.232,3.787,0.822,7.31
16.762,19.662,4.963,0.22,12.324,3.695,0.824,7.31
16.811,19.711,4.963,0.22,12.386,3.787,0.823,7.31
16.827,19.727,4.965,0.22,12.416,3.787,0.825,7.31
16.844,19.744,4.967,0.22,12.447,3.849,0.826,7.31
16.893,19.793,4.972,0.22,12.447,3.91,0.826,7.31
16.926,19.826,4.977,0.22,12.355,3.91,0.826,7.31
16.975,19.875,4.983,0.22,12.171,3.91,0.826,7.31
16.975,19.875,4.986,0.22,12.048,3.726,0.827,7.31
17.007,19.907,4.987,0.22,11.926,3.542,0.825,7.31
17.073,19.973,4.985,0.221,11.834,3.603,0.827,7.31
17.073,19.973,4.977,0.221,11.711,3.542,0.829,7.31
17.057,19.957,4.969,0.221,11.619,3.603,0.825,7.31
17.089,19.989,4.962,0.221,11.588,3.542,0.824,7.31
17.106,20.006,4.954,0.221,11.558,3.511,0.825,7.31
17.106,20.006,4.948,0.221,11.558,3.449,0.826,7.31
17.139,20.039,4.943,0.221,11.558,3.449,0.824,7.31
17.155,20.055,4.937,0.221,11.558,3.511,0.824,7.31
17.188,20.088,4.929,0.221,11.588,3.449,0.826,7.31
17.237,20.137,4.92,0.221,11.619,3.357,0.827,7.31
17.221,20.121,4.915,0.221,11.68,3.357,0.827,7.31
17.286,20.186,4.912,0.221,11.742,3.419,0.828,7.31
17.302,20.202,4.912,0.221,11.803,3.388,0.827,7.31
17.368,20.268,4.912,0.221,11.895,3.449,0.824,7.31
17.368,20.268,4.911,0.221,12.018,3.542,0.826,7.31
17.417,20.317,4.909,0.221,12.171,3.48,0.829,7.31
17.434,20.334,4.912,0.221,12.294,3.542,0.826,7.31
17.466,20.366,4.921,0.221,12.386,3.757,0.825,7.31
17.483,20.383,4.931,0.221,12.477,3.664,0.826,7.31
17.483,20.383,4.938,0.221,12.631,3.572,0.828,7.31
17.515,20.415,4.946,0.221,12.692,3.572,0.826,7.31
17.515,20.415,4.949,0.221,12.631,3.572,0.827,7.31
17.548,20.448,4.95,0.221,12.569,3.572,0.829,7.31
17.565,20.465,4.949,0.221,12.569,3.572,0.824,7.31
17.614,20.514,4.947,0.221,12.6,3.664,0.824,7.31
17.647,20.547,4.946,0.221,12.631,3.664,0.825,7.31
17.63,20.53,4.947,0.221,12.692,3.603,0.832,7.31
17.696,20.596,4.949,0.221,12.753,3.695,0.835,7.31
17.679,20.579,4.952,0.221,12.753,3.726,0.838,7.31
17.679,20.579,4.956,0.221,12.723,3.757,0.84,7.31
17.745,20.645,4.96,0.221,12.6,3.787,0.849,7.31
17.745,20.645,4.964,0.221,12.539,3.757,0.853,7.31
17.81,20.71,4.966,0.221,12.569,3.664,0.856,7.31
17.794,20.694,4.964,0.221,12.631,3.664,0.867,7.31
17.86,20.76,4.963,0.221,12.6,3.726,0.873,7.31
17.892,20.792,4.96,0.222,12.539,3.726,0.875,7.31
17.876,20.776,4.952,0.222,12.447,3.695,0.878,7.31
17.925,20.825,4.946,0.222,12.386,3.664,0.975,7.31
17.974,20.874,4.941,0.222,12.324,3.634,0.999,7.31
17.958,20.858,4.939,0.222,12.294,3.634,1.005,7.31
17.974,20.874,4.937,0.222,12.263,3.572,1.029,7.31
18.023,20.923,4.934,0.222,12.232,3.603,1.049,7.31
18.056,20.956,4.932,0.223,12.447,3.695,1.056,7.31
18.073,20.973,4.928,0.223,11.895,3.603,1.051,7.31
