"","Pressure_CTD2_29","Temperature_CTD2_29","Conductivity_CTD2_29","Oxygen_mg_L_CTD2_29","PAR_CTD2_29","Phycocyanin_CTD2_29","Depth_m_CTD2_29"
"620",-1.713,16.0486,0.1371,10.65,640.15192,2.55,0.177
"621",-1.714,16.0448,0.1376,10.65,641.76471,2.55,0.176
"622",-1.715,16.0415,0.1374,10.65,642.00012,2.96,0.175
"623",-1.714,16.0379,0.1374,10.65,642.02899,2.96,0.176
"624",-1.713,16.037,0.1375,10.66,641.89276,2.96,0.177
"625",-1.717,16.0374,0.1375,10.66,641.95648,3.19,0.173
"626",-1.715,16.0388,0.1377,10.66,642.90161,3.19,0.175
"627",-1.719,16.0403,0.1374,10.66,644.50702,3.19,0.171
"628",-1.717,16.0409,0.1371,10.66,645.66388,3.06,0.173
"629",-1.715,16.0391,0.1373,10.66,645.5351,3.06,0.175
"630",-1.72,16.0365,0.1374,10.66,644.72162,3.06,0.17
"631",-1.713,16.0346,0.1376,10.67,644.06366,2.75,0.177
"632",-1.718,16.0331,0.1374,10.66,644.07404,2.75,0.172
"633",-1.71,16.0328,0.1375,10.66,644.64246,2.75,0.18
"634",-1.713,16.0331,0.1368,10.67,644.98883,2.63,0.177
"635",-1.714,16.032,0.1372,10.67,643.76611,2.63,0.176
"636",-1.715,16.0309,0.1372,10.67,642.41162,2.63,0.175
"637",-1.716,16.0299,0.1372,10.67,640.77222,3.04,0.174
"638",-1.713,16.0299,0.1374,10.67,639.4007,3.12,0.177
"639",-1.718,16.0309,0.1374,10.67,639.42212,3.12,0.172
"640",-1.716,16.0312,0.1374,10.67,638.90399,3.12,0.174
"641",-1.716,16.0305,0.1374,10.68,636.25946,3.12,0.174
"642",-1.715,16.0295,0.1373,10.68,631.61798,2.75,0.175
"643",-1.717,16.0299,0.1371,10.69,627.94678,2.75,0.173
"644",-1.717,16.03,0.1371,10.69,627.86542,2.98,0.173
"645",-1.718,16.0314,0.1367,10.69,631.05768,2.98,0.172
"646",-1.714,16.0316,0.1373,10.69,635.64587,2.98,0.176
"647",-1.716,16.0309,0.1372,10.7,640.45911,2.99,0.174
"648",-1.716,16.0308,0.1372,10.7,643.43817,2.99,0.174
"649",-1.714,16.0321,0.1373,10.7,643.37823,2.99,0.176
"650",-1.713,16.0338,0.1369,10.7,641.3739,2.93,0.177
"651",-1.718,16.0387,0.1368,10.7,638.78186,2.93,0.172
"652",-1.713,16.0425,0.1372,10.7,637.08252,2.93,0.177
"653",-1.717,16.042,0.1376,10.7,637.76489,2.99,0.173
"654",-1.717,16.0403,0.1367,10.7,638.90253,2.99,0.173
"655",-1.713,16.0425,0.1375,10.7,639.1579,2.99,0.177
"656",-1.716,16.0481,0.1374,10.7,638.37109,2.91,0.174
"657",-1.717,16.0533,0.1375,10.7,637.33344,2.91,0.173
"658",-1.717,16.0573,0.1371,10.7,637.04773,2.91,0.173
"659",-1.717,16.0595,0.1376,10.7,636.96777,2.66,0.173
"660",-1.713,16.061,0.1375,10.7,635.87463,2.66,0.177
"661",-1.71,16.0615,0.1373,10.71,633.95612,2.66,0.18
"662",-1.716,16.0619,0.1374,10.71,632.75854,2.99,0.174
"663",-1.717,16.0622,0.1373,10.71,633.55048,2.99,0.173
"664",-1.715,16.0631,0.1374,10.71,635.39056,2.57,0.175
"665",-1.717,16.0643,0.1369,10.71,635.76648,2.57,0.173
"666",-1.717,16.0639,0.1374,10.71,634.00641,2.57,0.173
"667",-1.711,16.0641,0.1371,10.71,631.36188,3.2,0.179
"668",-1.722,16.064,0.1373,10.71,629.09332,3.2,0.168
"669",-1.718,16.0646,0.1375,10.71,628.54779,3.2,0.172
"670",-1.718,16.065,0.1371,10.71,630.09845,2.74,0.172
"671",-1.716,16.0656,0.137,10.71,633.21448,2.74,0.174
"672",-1.717,16.066,0.1371,10.72,635.96191,2.74,0.173
"673",-1.713,16.0655,0.137,10.72,637.2757,3.01,0.177
"674",-1.714,16.0656,0.1375,10.72,638.64575,3.01,0.176
"675",-1.712,16.066,0.1368,10.72,640.10974,3.01,0.178
"676",-1.716,16.0667,0.1371,10.72,641.11194,2.84,0.174
"677",-1.717,16.0661,0.1374,10.73,643.25543,2.84,0.173
"678",-1.719,16.0665,0.1371,10.73,647.36328,2.84,0.171
"679",-1.715,16.0665,0.1373,10.73,653.23486,3.01,0.175
"680",-1.715,16.0667,0.1371,10.73,659.03693,3.01,0.175
"681",-1.72,16.0669,0.1373,10.73,662.30322,3.01,0.17
"682",-1.716,16.0671,0.1369,10.73,663.20477,2.9,0.174
"683",-1.72,16.0661,0.1369,10.74,663.41345,2.9,0.17
"684",-1.724,16.064,0.1371,10.74,665.20392,2.9,0.166
"685",-1.718,16.0619,0.137,10.74,668.51099,2.56,0.172
"686",-1.717,16.0609,0.137,10.74,669.42206,2.56,0.173
"687",-1.724,16.0605,0.1373,10.75,667.7345,2.66,0.166
"688",-1.722,16.06,0.1371,10.75,667.18091,2.66,0.168
"689",-1.721,16.0594,0.1375,10.75,665.64502,2.66,0.169
"690",-1.721,16.059,0.1371,10.75,663.98047,2.98,0.169
"691",-1.723,16.0592,0.1372,10.75,661.69043,2.98,0.167
"692",-1.72,16.0594,0.1369,10.75,664.79907,2.98,0.17
"693",-1.715,16.0594,0.1369,10.75,665.97742,2.74,0.175
"694",-1.719,16.0586,0.137,10.75,665.31573,2.74,0.171
"695",-1.715,16.0566,0.137,10.75,664.07227,2.74,0.175
"696",-1.719,16.056,0.1371,10.76,663.55115,2.77,0.171
"697",-1.717,16.0565,0.137,10.76,664.44598,2.77,0.173
"698",-1.712,16.0561,0.1373,10.76,666.88184,2.77,0.178
"699",-1.718,16.0557,0.1368,10.76,666.72864,2.58,0.172
"700",-1.72,16.0558,0.1372,10.76,663.133,2.58,0.17
"701",-1.719,16.056,0.1367,10.76,659.40485,2.58,0.171
"702",-1.718,16.0561,0.137,10.77,655.9787,2.83,0.172
"703",-1.714,16.0562,0.1371,10.77,655.01056,2.83,0.176
"704",-1.723,16.0569,0.1371,10.77,656.07263,2.83,0.167
"705",-1.715,16.0575,0.137,10.77,657.93268,3.35,0.175
"706",-1.721,16.0567,0.137,10.78,657.98743,3.35,0.169
"707",-1.721,16.0567,0.1369,10.78,656.55969,2.88,0.169
"708",-1.716,16.0562,0.1369,10.78,655.06976,2.88,0.174
"709",-1.715,16.0565,0.137,10.79,654.32813,2.88,0.175
"710",-1.717,16.0563,0.1373,10.79,655.50421,2.52,0.173
"711",-1.716,16.0565,0.1369,10.79,657.84387,2.52,0.174
"712",-1.723,16.0566,0.1371,10.79,660.44769,2.52,0.167
"713",-1.717,16.0594,0.1365,10.79,662.14191,2.82,0.173
"714",-1.717,16.0625,0.1369,10.79,661.76965,2.82,0.173
"715",-1.721,16.0654,0.1365,10.79,660.10278,2.82,0.169
"716",-1.719,16.0672,0.1368,10.79,658.33014,3.11,0.171
"717",-1.718,16.0677,0.1369,10.8,662.62897,3.11,0.172
"718",-1.717,16.0686,0.1369,10.8,665.99585,3.11,0.173
"719",-1.72,16.0698,0.1368,10.8,665.00043,2.62,0.17
"720",-1.722,16.0711,0.1375,10.79,662.48755,2.62,0.168
"721",-1.719,16.0718,0.1369,10.8,659.45074,2.62,0.171
"722",-1.718,16.0727,0.1365,10.8,657.7262,2.82,0.172
"723",-1.714,16.074,0.1368,10.8,658.58472,2.82,0.176
"724",-1.718,16.0745,0.1366,10.8,662.85767,2.82,0.172
"725",-1.717,16.0746,0.1373,10.8,669.48279,3.21,0.173
"726",-1.712,16.0738,0.1368,10.8,677.04346,3.21,0.178
"727",-1.714,16.0732,0.1371,10.8,681.55396,2.95,0.176
"728",-1.713,16.0727,0.1368,10.8,681.8382,2.95,0.177
"729",-1.712,16.0721,0.1365,10.8,679.75098,2.95,0.178
"730",-1.717,16.0713,0.1369,10.81,680.31342,2.78,0.173
"731",-1.721,16.0698,0.137,10.81,683.56714,2.78,0.169
"732",-1.721,16.0689,0.1371,10.81,688.521,2.78,0.169
"733",-1.725,16.0687,0.1373,10.81,691.5061,2.83,0.165
"734",-1.723,16.0689,0.1373,10.82,690.96875,2.83,0.167
"735",-1.729,16.0685,0.1368,10.82,688.69275,2.83,0.161
"736",-1.723,16.0695,0.1366,10.82,689.84515,2.9,0.167
"737",-1.717,16.0688,0.1369,10.82,694.87598,2.9,0.173
"738",-1.72,16.0687,0.1372,10.83,702.01331,2.9,0.17
"739",-1.72,16.0688,0.137,10.83,708.09961,2.78,0.17
"740",-1.719,16.069,0.1368,10.83,709.51624,2.78,0.171
"741",-1.713,16.069,0.1365,10.83,706.20557,2.78,0.177
"742",-1.718,16.0687,0.1368,10.83,702.13245,3.09,0.172
"743",-1.72,16.069,0.137,10.83,702.10059,3.09,0.17
"744",-1.72,16.0686,0.137,10.83,705.19147,3.09,0.17
"745",-1.716,16.0712,0.1363,10.83,709.2276,3.06,0.174
"746",-1.725,16.0725,0.1371,10.83,710.94104,3.06,0.165
"747",-1.725,16.0739,0.1365,10.83,709.7627,3.06,0.165
"748",-1.725,16.0739,0.1373,10.83,707.43121,3.06,0.165
"749",-1.721,16.0747,0.1369,10.83,706.73102,3.06,0.169
"750",-1.721,16.0752,0.1366,10.83,708.64136,2.75,0.169
"751",-1.726,16.0761,0.1368,10.84,711.30664,2.75,0.164
"752",-1.721,16.0763,0.1369,10.84,712.65668,2.75,0.169
"753",-1.72,16.0769,0.1372,10.84,711.21045,3.01,0.17
"754",-1.723,16.0773,0.1367,10.84,708.16766,3.01,0.167
"755",-1.72,16.0767,0.137,10.84,705.89758,3.01,0.17
"756",-1.719,16.0766,0.1367,10.84,705.64154,3.03,0.171
"757",-1.718,16.0759,0.1371,10.84,706.97083,3.03,0.172
"758",-1.717,16.0748,0.1371,10.84,708.36829,3.03,0.173
"759",-1.717,16.0743,0.137,10.85,708.3645,2.71,0.173
"760",-1.718,16.0741,0.1371,10.85,707.36975,2.71,0.172
"761",-1.718,16.0747,0.1373,10.85,706.23145,2.71,0.172
"762",-1.716,16.075,0.1371,10.85,706.40607,2.78,0.174
"763",-1.717,16.0751,0.1368,10.85,708.20837,2.78,0.173
"764",-1.716,16.0759,0.137,10.85,710.69379,2.78,0.174
"765",-1.713,16.0753,0.1372,10.85,712.95941,2.99,0.177
"766",-1.72,16.0755,0.1375,10.85,714.00751,2.99,0.17
"767",-1.716,16.0758,0.1371,10.85,713.81207,2.99,0.174
"768",-1.716,16.0763,0.1373,10.85,712.61969,2.79,0.174
"769",-1.722,16.0759,0.137,10.85,711.5813,2.79,0.168
"770",-1.722,16.076,0.137,10.85,711.84399,2.77,0.168
"771",-1.723,16.0765,0.1373,10.86,713.2392,2.77,0.167
"772",-1.72,16.0766,0.1373,10.86,714.55817,2.77,0.17
"773",-1.721,16.0766,0.137,10.86,714.29688,2.68,0.169
"774",-1.722,16.0764,0.1373,10.86,711.84552,2.68,0.168
"775",-1.722,16.0769,0.1372,10.86,708.59918,2.68,0.168
"776",-1.72,16.0768,0.137,10.86,706.03015,3.05,0.17
"777",-1.72,16.0775,0.1372,10.87,705.29218,3.05,0.17
"778",-1.717,16.077,0.1374,10.87,705.70221,3.05,0.173
"779",-1.719,16.0773,0.1371,10.87,705.341,3.14,0.171
"780",-1.719,16.078,0.1373,10.87,703.37665,3.14,0.171
"781",-1.715,16.0772,0.1367,10.87,699.99048,3.14,0.175
"782",-1.717,16.0772,0.1373,10.87,697.48132,2.82,0.173
"783",-1.72,16.0777,0.137,10.87,696.70416,2.82,0.17
"784",-1.719,16.0783,0.1374,10.87,697.2926,2.82,0.171
"785",-1.717,16.0778,0.1371,10.87,697.80402,2.62,0.173
"786",-1.719,16.0777,0.1373,10.87,697.44946,2.62,0.171
"787",-1.715,16.0788,0.1372,10.87,696.14532,2.62,0.175
"788",-1.717,16.0785,0.1368,10.87,695.04547,3.14,0.173
"789",-1.716,16.0783,0.1379,10.88,695.34814,3.14,0.174
"790",-1.718,16.0786,0.137,10.88,696.46509,2.91,0.172
"791",-1.722,16.0778,0.1379,10.88,697.24744,2.91,0.168
"792",-1.709,16.0784,0.1371,10.88,696.87958,2.91,0.181
"793",-1.714,16.0784,0.1373,10.88,696.14087,3.21,0.176
"794",-1.714,16.0786,0.1378,10.88,696.16907,3.21,0.176
"795",-1.712,16.0791,0.1369,10.88,697.17114,3.21,0.178
"796",-1.713,16.0793,0.1367,10.89,698.58337,2.79,0.177
"797",-1.719,16.0798,0.1374,10.88,699.51819,2.79,0.171
"798",-1.712,16.0801,0.1372,10.88,699.66187,2.79,0.178
"799",-1.714,16.0797,0.1379,10.89,699.80243,2.91,0.176
"800",-1.72,16.0806,0.1371,10.89,700.38794,2.91,0.17
"801",-1.718,16.0806,0.1366,10.89,701.33972,2.91,0.172
"802",-1.718,16.0809,0.1369,10.89,702.17242,2.89,0.172
"803",-1.719,16.081,0.1372,10.89,702.47662,2.89,0.171
"804",-1.722,16.0808,0.1374,10.89,702.84448,2.89,0.168
"805",-1.723,16.0809,0.1373,10.89,704.16785,2.45,0.167
"806",-1.719,16.0806,0.1376,10.89,706.16925,2.45,0.171
"807",-1.721,16.0814,0.1377,10.89,707.87823,2.45,0.169
"808",-1.715,16.0812,0.1376,10.89,708.68427,2.91,0.175
"809",-1.72,16.0814,0.138,10.89,709.04993,2.91,0.17
"810",-1.724,16.0807,0.1376,10.89,709.4563,2.91,0.166
"811",-1.722,16.0813,0.1376,10.89,710.73376,2.55,0.168
"812",-1.718,16.081,0.1376,10.89,713.03711,2.55,0.172
"813",-1.714,16.081,0.1375,10.9,715.02448,2.6,0.176
"814",-1.72,16.08,0.1378,10.9,716.14209,2.6,0.17
"815",-1.715,16.0802,0.1373,10.9,715.99255,2.6,0.175
"816",-1.717,16.0812,0.1371,10.9,715.21838,2.9,0.173
"817",-1.716,16.0813,0.1375,10.9,714.72247,2.9,0.174
"818",-1.722,16.0809,0.1382,10.9,715.11993,2.9,0.168
"819",-1.715,16.0809,0.138,10.9,715.46558,2.6,0.175
"820",-1.723,16.081,0.1385,10.9,715.47076,2.6,0.167
"821",-1.716,16.0813,0.1377,10.9,714.58405,2.6,0.174
"822",-1.716,16.0806,0.1382,10.9,713.31989,2.73,0.174
"823",-1.718,16.0808,0.1379,10.9,712.12598,2.73,0.172
"824",-1.71,16.0815,0.1379,10.9,711.61157,2.73,0.18
"825",-1.718,16.081,0.1383,10.9,711.74561,3.01,0.172
"826",-1.714,16.081,0.1376,10.9,712.26959,3.01,0.176
"827",-1.714,16.0809,0.1379,10.9,712.57233,3.01,0.176
"828",-1.713,16.0811,0.138,10.91,712.68042,2.86,0.177
"829",-1.715,16.0814,0.1378,10.91,712.89355,2.86,0.175
"830",-1.72,16.082,0.1382,10.91,712.85803,2.86,0.17
"831",-1.713,16.082,0.1381,10.91,712.6167,2.97,0.177
"832",-1.712,16.0827,0.1377,10.91,712.64557,2.97,0.178
"833",-1.717,16.0825,0.1377,10.91,712.8869,2.55,0.173
"834",-1.718,16.0824,0.1379,10.91,713.2207,2.55,0.172
"835",-1.724,16.082,0.1381,10.91,713.64185,2.55,0.166
"836",-1.72,16.0818,0.1384,10.91,713.63,2.78,0.17
"837",-1.723,16.0817,0.1385,10.91,712.47906,2.78,0.167
"838",-1.723,16.0817,0.1382,10.92,710.98541,2.78,0.167
"839",-1.726,16.0815,0.138,10.92,709.97369,2.6,0.164
"840",-1.722,16.0817,0.1383,10.92,709.66425,2.6,0.168
"841",-1.717,16.082,0.1378,10.91,709.73676,2.6,0.173
"842",-1.713,16.0821,0.1377,10.92,710.00323,2.84,0.177
"843",-1.722,16.081,0.1384,10.92,710.31488,2.84,0.168
"844",-1.72,16.082,0.1386,10.92,710.39996,2.84,0.17
"845",-1.722,16.0816,0.1389,10.92,710.77594,2.85,0.168
"846",-1.72,16.0822,0.1368,10.92,711.42432,2.85,0.17
"847",-1.71,16.0825,0.137,10.92,712.47168,2.85,0.18
"848",-1.711,16.0821,0.1381,10.92,713.39612,2.67,0.179
"849",-1.725,16.0816,0.1385,10.92,713.90234,2.67,0.165
"850",-1.723,16.0825,0.1367,10.92,714.30359,2.67,0.167
"851",-1.707,16.0838,0.1368,10.92,715.05774,2.88,0.183
"852",-1.722,16.0824,0.1385,10.92,716.21832,2.88,0.168
"853",-1.724,16.084,0.1362,10.92,717.6557,2.88,0.166
"854",-1.705,16.0849,0.136,10.92,719.17896,3.07,0.185
"855",-1.715,16.0832,0.1377,10.92,720.65033,3.05,0.175
"856",-1.705,16.0829,0.1366,10.92,722.58069,3.05,0.185
"857",-1.728,16.0822,0.1371,10.92,723.0329,3.05,0.162
"858",-1.726,16.0815,0.1386,10.92,722.7287,3.05,0.164
"859",-1.705,16.0831,0.1365,10.92,722.25726,2.84,0.185
"860",-1.722,16.0807,0.1364,10.92,722.1344,2.84,0.168
"861",-1.731,16.0756,0.1384,10.92,722.33643,2.77,0.159
"862",-1.702,16.0762,0.137,10.92,722.82129,2.77,0.188
"863",-1.732,16.0744,0.1374,10.92,723.12988,2.77,0.158
"864",-1.729,16.0742,0.1392,10.92,722.82416,2.96,0.161
"865",-1.707,16.0755,0.1383,10.92,722.00116,2.96,0.183
"866",-1.702,16.0756,0.1357,10.92,721.05743,2.96,0.188
"867",-1.725,16.072,0.1371,10.92,720.43207,3.08,0.165
"868",-1.737,16.0704,0.1377,10.92,720.47491,3.08,0.153
"869",-1.707,16.0724,0.1365,10.92,720.62744,3.08,0.183
"870",-1.731,16.0702,0.1368,10.92,720.24475,2.78,0.159
"871",-1.732,16.0667,0.1383,10.92,719.41797,2.78,0.158
"872",-1.696,16.0673,0.1364,10.92,718.30261,2.78,0.194
"873",-1.7,16.0677,0.1364,10.93,717.50549,2.82,0.19
"874",-1.702,16.0689,0.1351,10.93,717.521,2.82,0.188
"875",-1.704,16.07,0.1349,10.92,718.01764,2.82,0.186
"876",-1.72,16.0679,0.1351,10.93,718.81036,2.83,0.17
"877",-1.697,16.0675,0.1354,10.93,719.09454,2.83,0.193
"878",-1.7,16.0653,0.1368,10.93,718.16937,2.83,0.19
"879",-1.705,16.0632,0.1379,10.93,716.70386,2.67,0.185
"880",-1.713,16.0612,0.1387,10.93,716.19165,2.67,0.177
"881",-1.731,16.0605,0.1367,10.93,716.77417,2.91,0.159
"882",-1.705,16.0612,0.1341,10.93,717.6579,2.91,0.185
"883",-1.703,16.0605,0.134,10.93,718.23077,2.91,0.187
"884",-1.703,16.0592,0.1344,10.93,718.36182,2.92,0.187
"885",-1.701,16.0579,0.1381,10.93,718.06348,2.92,0.189
"886",-1.723,16.0576,0.1388,10.93,717.45142,2.92,0.167
"887",-1.719,16.0593,0.1353,10.93,716.96515,2.83,0.171
"888",-1.697,16.0587,0.1365,10.93,716.70013,2.83,0.193
"889",-1.733,16.0543,0.1373,10.94,716.61505,2.83,0.157
"890",-1.73,16.0542,0.1369,10.94,717.07172,2.94,0.16
"891",-1.718,16.0521,0.1385,10.94,717.45288,2.94,0.172
"892",-1.723,16.0525,0.1353,10.94,716.93549,2.94,0.167
"893",-1.709,16.0506,0.1384,10.94,716.12579,2.81,0.181
"894",-1.719,16.0507,0.1348,10.94,715.83862,2.81,0.171
"895",-1.711,16.0485,0.1384,10.94,716.81116,2.81,0.179
"896",-1.702,16.0496,0.1346,10.94,718.38702,2.67,0.188
"897",-1.722,16.0458,0.1386,10.94,719.59491,2.67,0.168
"898",-1.713,16.0477,0.1346,10.95,719.89319,2.67,0.177
"899",-1.729,16.0452,0.1378,10.95,719.15308,2.69,0.161
"900",-1.729,16.0454,0.138,10.95,717.94434,2.69,0.161
"901",-1.719,16.0465,0.138,10.95,717.27899,2.69,0.171
"902",-1.702,16.0473,0.1364,10.95,717.61871,2.79,0.188
"903",-1.713,16.0481,0.1346,10.95,718.51648,2.79,0.177
"904",-1.7,16.0479,0.1366,10.95,719.25,2.88,0.19
"905",-1.704,16.0479,0.1345,10.95,719.29962,2.88,0.186
"906",-1.711,16.0474,0.1345,10.95,718.76892,2.88,0.179
"907",-1.713,16.0472,0.1348,10.95,718.16345,2.47,0.177
"908",-1.71,16.0464,0.1348,10.96,718.37811,2.47,0.18
"909",-1.717,16.0471,0.1354,10.96,719.33582,2.47,0.173
"910",-1.71,16.0494,0.1347,10.96,720.48822,2.47,0.18
"911",-1.706,16.0512,0.1349,10.96,721.15961,2.47,0.184
"912",-1.722,16.0496,0.1356,10.96,721.31354,2.47,0.168
"913",-1.717,16.0486,0.138,10.96,721.23511,2.78,0.173
"914",-1.714,16.0502,0.1356,10.96,720.99823,2.78,0.176
"915",-1.709,16.051,0.1352,10.96,720.80066,2.78,0.181
"916",-1.709,16.0511,0.1366,10.96,720.97382,3.04,0.181
"917",-1.722,16.0513,0.1374,10.96,721.50964,3.04,0.168
"918",-1.728,16.0528,0.137,10.96,722.0611,3.04,0.162
"919",-1.713,16.0558,0.1356,10.96,722.45044,3.04,0.177
"920",-1.716,16.0561,0.137,10.97,721.65698,3.04,0.174
"921",-1.731,16.0564,0.137,10.97,719.8717,3.04,0.159
"922",-1.729,16.0574,0.1365,10.97,718.35437,3.02,0.161
"923",-1.716,16.0579,0.137,10.97,717.92657,3.02,0.174
"924",-1.721,16.0583,0.1356,10.97,719.38989,2.99,0.169
"925",-1.716,16.0581,0.1369,10.97,721.61182,2.99,0.174
"926",-1.724,16.0559,0.1377,10.97,722.5163,2.99,0.166
"927",-1.721,16.0557,0.1374,10.97,721.64734,2.64,0.169
"928",-1.706,16.0564,0.1357,10.98,719.74664,2.64,0.184
"929",-1.716,16.0554,0.1366,10.98,719.02795,2.64,0.174
"930",-1.706,16.0572,0.1361,10.98,720.58673,3.08,0.184
"931",-1.719,16.0567,0.1356,10.98,723.26385,3.08,0.171
"932",-1.719,16.0574,0.1368,10.98,725.12677,3.08,0.171
"933",-1.718,16.0569,0.1363,10.98,724.82782,3.23,0.172
"934",-1.715,16.0575,0.136,10.98,723.64648,3.23,0.175
"935",-1.717,16.0576,0.1361,10.98,723.00922,3.23,0.173
"936",-1.721,16.0577,0.1362,10.99,723.18988,3.3,0.169
"937",-1.716,16.0575,0.1364,10.99,723.53693,3.3,0.174
"938",-1.718,16.0569,0.1364,10.99,723.31268,3.3,0.172
"939",-1.716,16.0555,0.1363,10.99,722.93518,2.84,0.174
"940",-1.717,16.0544,0.1366,10.99,722.96631,2.84,0.173
"941",-1.718,16.0546,0.1362,11,723.1062,2.84,0.172
"942",-1.714,16.0551,0.1364,11,723.14764,3.36,0.176
"943",-1.716,16.0552,0.1365,11,722.98999,3.36,0.174
"944",-1.714,16.0563,0.1364,11,722.69025,2.73,0.176
"945",-1.716,16.0556,0.1365,11,722.34973,2.73,0.174
"946",-1.717,16.055,0.1364,11,722.63916,2.73,0.173
"947",-1.718,16.0546,0.1363,11.01,723.2113,2.87,0.172
"948",-1.717,16.0549,0.1364,11.01,723.69757,2.87,0.173
"949",-1.72,16.0551,0.1362,11.01,723.65094,2.87,0.17
"950",-1.717,16.0555,0.136,11.01,722.95227,2.96,0.173
"951",-1.715,16.0559,0.1363,11.02,722.44446,2.96,0.175
"952",-1.722,16.055,0.1362,11.02,723.12689,2.96,0.168
"953",-1.718,16.056,0.1359,11.02,724.68866,3.05,0.172
"954",-1.721,16.0566,0.1361,11.02,725.99207,3.05,0.169
"955",-1.715,16.0566,0.1362,11.02,725.77667,3.05,0.175
"956",-1.721,16.0565,0.1363,11.02,724.54358,2.99,0.169
"957",-1.711,16.0579,0.1359,11.02,723.70123,2.99,0.179
"958",-1.721,16.0564,0.1366,11.02,724.11646,2.99,0.169
"959",-1.717,16.0557,0.1361,11.03,725.33929,2.77,0.173
"960",-1.715,16.0554,0.1363,11.03,725.57166,2.77,0.175
"961",-1.716,16.055,0.1356,11.03,724.51105,2.77,0.174
"962",-1.724,16.0539,0.1362,11.03,724.01807,2.83,0.166
"963",-1.715,16.0541,0.1358,11.03,724.10315,2.83,0.175
"964",-1.721,16.0529,0.1365,11.04,724.33563,2.77,0.169
"965",-1.721,16.0524,0.1364,11.04,725.0484,2.77,0.169
"966",-1.716,16.0536,0.1362,11.04,725.53912,2.77,0.174
"967",-1.716,16.0533,0.1357,11.04,725.27484,2.56,0.174
"968",-1.723,16.0526,0.1367,11.04,724.38892,2.56,0.167
"969",-1.715,16.0536,0.1356,11.04,723.13727,2.56,0.175
"970",-1.721,16.053,0.1358,11.05,722.17511,2.8,0.169
"971",-1.722,16.0518,0.1362,11.05,722.26459,2.8,0.168
"972",-1.714,16.0515,0.1365,11.05,722.87305,2.8,0.176
"973",-1.713,16.0526,0.1362,11.05,722.9071,2.73,0.177
"974",-1.71,16.0547,0.1358,11.05,722.65027,2.73,0.18
"975",-1.713,16.0571,0.1358,11.06,722.24316,2.73,0.177
"976",-1.717,16.0585,0.1359,11.06,721.8205,2.94,0.173
"977",-1.71,16.061,0.1361,11.06,721.7088,2.94,0.18
"978",-1.724,16.0625,0.1363,11.06,721.9375,2.94,0.166
"979",-1.719,16.0626,0.1363,11.06,722.09296,2.86,0.171
"980",-1.721,16.0636,0.1356,11.06,721.94122,2.86,0.169
"981",-1.718,16.0655,0.1359,11.06,720.74292,2.86,0.172
"982",-1.712,16.0654,0.1359,11.06,718.59131,2.41,0.178
"983",-1.712,16.0661,0.1363,11.06,717.30188,2.41,0.178
"984",-1.71,16.067,0.136,11.06,716.974,2.41,0.18
"985",-1.707,16.0682,0.1358,11.06,717.125,2.62,0.183
"986",-1.699,16.0699,0.136,11.06,717.57574,2.62,0.191
"987",-1.69,16.0703,0.136,11.06,718.37439,2.94,0.2
"988",-1.675,16.0707,0.1362,11.06,718.84064,2.94,0.215
"989",-1.661,16.0707,0.1364,11.06,718.47058,2.94,0.229
"990",-1.648,16.0699,0.1363,11.07,717.95178,2.52,0.242
"991",-1.63,16.0681,0.1364,11.07,718.2804,2.52,0.26
"992",-1.617,16.0662,0.1363,11.08,718.21228,2.52,0.273
"993",-1.605,16.0641,0.1363,11.08,717.24048,2.56,0.285
"994",-1.598,16.0629,0.136,11.08,716.67279,2.56,0.292
"995",-1.588,16.0617,0.1361,11.08,716.41888,2.56,0.302
"996",-1.58,16.0606,0.1363,11.09,715.82605,2.89,0.31
"997",-1.564,16.0602,0.1364,11.09,714.65881,2.89,0.326
"998",-1.564,16.0611,0.1363,11.09,712.95575,2.89,0.326
"999",-1.55,16.0617,0.1361,11.1,711.13568,2.8,0.34
"1000",-1.548,16.0619,0.1361,11.1,710.11133,2.8,0.342
"1001",-1.541,16.0626,0.1365,11.1,709.8678,2.8,0.349
"1002",-1.527,16.0625,0.1363,11.11,709.83301,2.97,0.363
"1003",-1.525,16.063,0.1362,11.11,708.6687,2.97,0.365
"1004",-1.524,16.0631,0.1364,11.11,706.25885,2.97,0.366
"1005",-1.514,16.0628,0.1366,11.11,702.87262,2.85,0.376
"1006",-1.512,16.0633,0.1359,11.12,700.00446,2.85,0.378
"1007",-1.504,16.0633,0.1359,11.12,697.80847,3.33,0.386
"1008",-1.491,16.064,0.136,11.12,694.37781,3.33,0.399
"1009",-1.486,16.0643,0.1363,11.12,689.33002,3.33,0.404
"1010",-1.477,16.064,0.1364,11.13,684.64264,2.8,0.413
"1011",-1.465,16.0645,0.136,11.13,681.49023,2.8,0.425
"1012",-1.455,16.0659,0.1359,11.14,679.71246,2.8,0.435
"1013",-1.448,16.0665,0.1364,11.14,665.20837,2.83,0.442
"1014",-1.436,16.0674,0.1367,11.14,630.44781,2.83,0.454
"1015",-1.435,16.0674,0.1354,11.15,568.68561,2.83,0.455
"1016",-1.428,16.0676,0.1367,11.15,515.9718,2.57,0.462
"1017",-1.429,16.0682,0.136,11.15,482.96542,2.57,0.461
"1018",-1.416,16.0685,0.1366,11.16,471.50928,2.57,0.474
"1019",-1.413,16.0683,0.1362,11.16,443.80902,2.71,0.477
