"","Pressure_CTD2_29","Temperature_CTD2_29","Conductivity_CTD2_29","Oxygen_mg_L_CTD2_29","PAR_CTD2_29","Phycocyanin_CTD2_29","Depth_m_CTD2_29"
"1020",-1.403,16.0689,0.1358,11.17,396.65826,2.71,0.487
"1021",-1.403,16.0683,0.1364,11.17,345.60315,2.71,0.487
"1022",-1.398,16.0692,0.136,11.17,324.42807,2.63,0.492
"1023",-1.395,16.0703,0.136,11.18,323.7301,2.63,0.495
"1024",-1.4,16.07,0.1364,11.18,320.30542,2.63,0.49
"1025",-1.398,16.0701,0.1358,11.18,322.59473,2.85,0.492
"1026",-1.403,16.0694,0.1367,11.19,330.07547,2.85,0.487
"1027",-1.399,16.069,0.1361,11.19,338.02545,3.12,0.491
"1028",-1.4,16.0688,0.1358,11.19,340.70404,3.12,0.49
"1029",-1.401,16.0689,0.1365,11.2,333.95755,3.12,0.489
"1030",-1.401,16.0691,0.1366,11.2,323.7005,2.71,0.489
"1031",-1.395,16.0687,0.1366,11.2,317.96429,2.71,0.495
"1032",-1.397,16.0691,0.1366,11.2,320.75763,2.71,0.493
"1033",-1.39,16.0694,0.1366,11.21,320.88641,2.6,0.5
"1034",-1.388,16.07,0.1366,11.21,311.68854,2.6,0.502
"1035",-1.393,16.0709,0.1369,11.21,310.62866,2.6,0.497
"1036",-1.389,16.0708,0.1365,11.22,318.95389,2.83,0.501
"1037",-1.391,16.071,0.1365,11.22,324.23193,2.83,0.499
"1038",-1.394,16.0714,0.1364,11.22,317.75854,2.83,0.496
"1039",-1.39,16.0709,0.1367,11.22,313.1037,2.87,0.5
"1040",-1.388,16.0717,0.1364,11.23,312.07861,2.87,0.502
"1041",-1.389,16.0718,0.1363,11.23,315.38562,2.87,0.501
"1042",-1.389,16.0716,0.1369,11.23,318.52979,2.95,0.501
"1043",-1.387,16.0721,0.1365,11.24,316.36111,2.95,0.503
"1044",-1.385,16.072,0.1363,11.24,316.9281,2.95,0.505
"1045",-1.385,16.0724,0.1365,11.24,319.46609,2.48,0.505
"1046",-1.39,16.072,0.1363,11.24,317.92288,2.48,0.5
"1047",-1.391,16.0724,0.1365,11.25,314.4071,2.48,0.499
"1048",-1.389,16.0726,0.1359,11.25,311.27332,2.5,0.501
"1049",-1.392,16.0727,0.1364,11.25,315.30051,2.5,0.498
"1050",-1.389,16.0729,0.1364,11.25,321.64438,2.88,0.501
"1051",-1.387,16.0731,0.1362,11.26,316.7623,2.88,0.503
"1052",-1.391,16.0723,0.1362,11.26,307.26834,2.88,0.499
"1053",-1.39,16.0724,0.1361,11.26,303.49948,2.54,0.5
"1054",-1.391,16.0718,0.1361,11.26,320.61996,2.54,0.499
"1055",-1.393,16.072,0.1362,11.27,323.8826,2.54,0.497
"1056",-1.392,16.0713,0.1361,11.27,312.78397,2.55,0.498
"1057",-1.385,16.0712,0.1363,11.27,305.86871,2.55,0.505
"1058",-1.385,16.0714,0.1359,11.27,303.41733,2.55,0.505
"1059",-1.39,16.0711,0.1359,11.27,318.17969,2.81,0.5
"1060",-1.388,16.0713,0.1364,11.27,321.83533,2.81,0.502
"1061",-1.383,16.0712,0.1364,11.27,311.33179,2.81,0.507
"1062",-1.38,16.071,0.1361,11.28,306.44974,2.74,0.51
"1063",-1.382,16.0721,0.136,11.28,304.45279,2.74,0.508
"1064",-1.383,16.0716,0.1357,11.28,310.90546,2.74,0.507
"1065",-1.394,16.0707,0.136,11.28,321.67914,2.6,0.496
"1066",-1.392,16.0701,0.1358,11.28,316.96658,2.6,0.498
"1067",-1.388,16.0703,0.1359,11.28,308.65909,2.6,0.502
"1068",-1.388,16.0709,0.1358,11.28,304.76141,2.91,0.502
"1069",-1.389,16.0705,0.136,11.29,299.70471,2.91,0.501
"1070",-1.39,16.071,0.1361,11.28,315.86078,2.8,0.5
"1071",-1.387,16.071,0.1355,11.29,323.28528,3.02,0.503
"1072",-1.388,16.0704,0.1356,11.29,295.28525,3.02,0.502
"1073",-1.388,16.0715,0.1359,11.29,304.97388,3.02,0.502
"1074",-1.389,16.0715,0.1359,11.29,324.25485,3.02,0.501
"1075",-1.387,16.0722,0.1362,11.29,320.74136,2.86,0.503
"1076",-1.386,16.0724,0.1362,11.29,307.8649,2.86,0.504
"1077",-1.385,16.0719,0.1359,11.28,300.05182,3.19,0.505
"1078",-1.393,16.0724,0.1365,11.28,305.15891,3.19,0.497
"1079",-1.387,16.0721,0.136,11.29,317.64825,3.19,0.503
"1080",-1.391,16.0724,0.1362,11.28,320.78207,2.83,0.499
"1081",-1.393,16.0727,0.136,11.28,316.4899,2.83,0.497
"1082",-1.391,16.0727,0.1358,11.28,310.20377,2.83,0.499
"1083",-1.389,16.0724,0.1363,11.28,305.01828,3.04,0.501
"1084",-1.389,16.0728,0.1359,11.28,309.69604,3.04,0.501
"1085",-1.384,16.0726,0.1358,11.28,320.5134,3.04,0.506
"1086",-1.392,16.0723,0.1361,11.28,319.04565,3.01,0.498
"1087",-1.388,16.0726,0.1361,11.28,312.01791,3.01,0.502
"1088",-1.387,16.0725,0.1363,11.28,308.65167,3.01,0.503
"1089",-1.388,16.072,0.1359,11.28,311.50424,2.94,0.502
"1090",-1.387,16.0724,0.1359,11.28,316.65573,2.94,0.503
"1091",-1.389,16.0727,0.136,11.27,314.88379,2.94,0.501
"1092",-1.383,16.0724,0.1359,11.27,315.43152,2.87,0.507
"1093",-1.386,16.0726,0.136,11.27,316.3515,2.87,0.504
"1094",-1.386,16.0726,0.136,11.27,313.03931,2.87,0.504
"1095",-1.389,16.073,0.1358,11.27,309.33414,2.91,0.501
"1096",-1.385,16.073,0.136,11.27,309.19202,2.91,0.505
"1097",-1.388,16.0726,0.1362,11.27,314.90005,2.91,0.502
"1098",-1.388,16.073,0.136,11.27,322.51257,2.8,0.502
"1099",-1.387,16.073,0.136,11.26,317.05688,2.8,0.503
"1100",-1.385,16.0734,0.1359,11.26,307.33051,2.85,0.505
"1101",-1.382,16.0736,0.1361,11.26,304.64523,2.85,0.508
"1102",-1.387,16.0733,0.136,11.26,314.29684,2.85,0.503
"1103",-1.38,16.0734,0.1362,11.26,322.35638,2.81,0.51
"1104",-1.384,16.0735,0.1361,11.26,317.64087,2.81,0.506
"1105",-1.383,16.0736,0.1359,11.26,308.37784,2.81,0.507
"1106",-1.384,16.0732,0.1359,11.26,304.10196,2.71,0.506
"1107",-1.384,16.0729,0.1358,11.26,308.02701,2.71,0.506
"1108",-1.384,16.0722,0.1359,11.26,318.14194,2.71,0.506
"1109",-1.383,16.0712,0.1358,11.26,318.26627,2.64,0.507
"1110",-1.388,16.0701,0.136,11.25,309.61389,2.64,0.502
"1111",-1.384,16.0692,0.1359,11.25,302.92288,2.64,0.506
"1112",-1.384,16.0692,0.1363,11.25,295.9921,2.65,0.506
"1113",-1.385,16.0689,0.136,11.25,314.98444,2.65,0.505
"1114",-1.385,16.0694,0.1362,11.25,328.7876,2.65,0.505
"1115",-1.385,16.0692,0.1363,11.25,312.00681,2.93,0.505
"1116",-1.378,16.0689,0.1362,11.25,300.41675,2.93,0.512
"1117",-1.383,16.0689,0.1358,11.25,293.36603,2.93,0.507
"1118",-1.382,16.0689,0.1358,11.25,304.04126,2.45,0.508
"1119",-1.385,16.0683,0.1363,11.25,324.96762,2.45,0.505
"1120",-1.384,16.0684,0.1358,11.25,319.5275,2.89,0.506
"1121",-1.384,16.069,0.1362,11.25,303.73706,2.89,0.506
"1122",-1.382,16.0686,0.1363,11.25,301.08731,2.89,0.508
"1123",-1.381,16.0683,0.1363,11.25,308.07806,2.93,0.509
"1124",-1.381,16.068,0.1358,11.25,313.16809,2.93,0.509
"1125",-1.383,16.0683,0.1362,11.25,311.24002,2.93,0.507
"1126",-1.383,16.0684,0.136,11.25,309.66571,2.72,0.507
"1127",-1.379,16.0685,0.1359,11.25,308.7886,2.72,0.511
"1128",-1.38,16.0685,0.1362,11.25,309.88995,2.72,0.51
"1129",-1.381,16.069,0.1361,11.25,305.14111,3.09,0.509
"1130",-1.381,16.0691,0.1364,11.25,304.75922,3.09,0.509
"1131",-1.38,16.0695,0.1366,11.25,310.2186,3.09,0.51
"1132",-1.38,16.07,0.1364,11.25,315.12433,2.73,0.51
"1133",-1.377,16.0698,0.1362,11.25,314.83344,2.73,0.513
"1134",-1.384,16.0701,0.136,11.24,312.32361,2.73,0.506
"1135",-1.382,16.0701,0.1356,11.25,306.62885,2.71,0.508
"1136",-1.381,16.0706,0.1362,11.25,300.48187,2.71,0.509
"1137",-1.381,16.0705,0.1359,11.25,307.76721,2.71,0.509
"1138",-1.385,16.0704,0.1361,11.25,320.42163,2.58,0.505
"1139",-1.382,16.0707,0.1357,11.25,319.62448,2.58,0.508
"1140",-1.382,16.0709,0.1361,11.25,311.85284,2.89,0.508
"1141",-1.38,16.0713,0.1365,11.25,304.9339,2.89,0.51
"1142",-1.383,16.0714,0.1361,11.25,301.78973,2.89,0.507
"1143",-1.382,16.072,0.1361,11.25,309.92477,2.8,0.508
"1144",-1.382,16.0724,0.1361,11.25,316.1983,2.8,0.508
"1145",-1.381,16.0723,0.1362,11.25,317.27966,2.8,0.509
"1146",-1.383,16.0718,0.136,11.25,315.63208,2.94,0.507
"1147",-1.381,16.0726,0.1361,11.25,306.45047,2.94,0.509
"1148",-1.378,16.0727,0.136,11.25,306.15665,2.94,0.512
"1149",-1.381,16.0728,0.1359,11.25,311.39395,3.01,0.509
"1150",-1.383,16.0726,0.1361,11.25,315.90741,3.01,0.507
"1151",-1.384,16.0721,0.1356,11.25,316.97174,3.01,0.506
"1152",-1.384,16.0723,0.1361,11.25,315.75717,2.55,0.506
"1153",-1.383,16.0725,0.1362,11.25,310.01431,2.55,0.507
"1154",-1.382,16.0723,0.1359,11.25,310.35626,2.55,0.508
"1155",-1.382,16.072,0.1361,11.25,313.19107,2.97,0.508
"1156",-1.383,16.0722,0.1361,11.25,314.46634,2.97,0.507
"1157",-1.381,16.0722,0.136,11.25,311.6745,2.97,0.509
"1158",-1.381,16.0718,0.136,11.25,314.02597,2.79,0.509
"1159",-1.38,16.0722,0.1363,11.25,315.48553,2.79,0.51
"1160",-1.385,16.0721,0.1359,11.25,312.49084,2.84,0.505
"1161",-1.379,16.0723,0.1362,11.25,306.82056,2.84,0.511
"1162",-1.38,16.0719,0.1367,11.25,306.65402,2.84,0.51
"1163",-1.382,16.0716,0.136,11.25,319.14557,2.69,0.508
"1164",-1.381,16.0721,0.136,11.25,322.22464,2.69,0.509
"1165",-1.379,16.0715,0.1361,11.25,310.39774,2.69,0.511
"1166",-1.38,16.0717,0.136,11.25,303.97464,2.58,0.51
"1167",-1.383,16.0717,0.1354,11.25,306.65698,2.58,0.507
"1168",-1.384,16.0721,0.1363,11.25,318.20337,2.58,0.506
"1169",-1.383,16.0719,0.1358,11.25,318.8118,3,0.507
"1170",-1.381,16.0721,0.1363,11.25,312.85947,3,0.509
"1171",-1.381,16.0726,0.1359,11.24,309.55396,3,0.509
"1172",-1.382,16.0728,0.1357,11.25,308.29938,3.11,0.508
"1173",-1.382,16.0732,0.1363,11.25,311.77808,3.11,0.508
"1174",-1.381,16.0728,0.136,11.25,314.09256,3.11,0.509
"1175",-1.378,16.0734,0.1355,11.25,313.72028,2.73,0.512
"1176",-1.383,16.0733,0.1358,11.24,314.26355,2.73,0.507
"1177",-1.38,16.0735,0.1359,11.24,315.03329,2.73,0.51
"1178",-1.381,16.0736,0.1361,11.24,311.52719,3.1,0.509
"1179",-1.38,16.0735,0.1363,11.24,308.98032,3.1,0.51
"1180",-1.378,16.0736,0.1362,11.24,315.03033,3.14,0.512
"1181",-1.376,16.0739,0.1356,11.24,316.76526,3.14,0.514
"1182",-1.382,16.0743,0.1365,11.24,312.94904,3.14,0.508
"1183",-1.38,16.0738,0.1357,11.24,309.1676,2.93,0.51
"1184",-1.383,16.0739,0.1362,11.24,314.78979,2.93,0.507
"1185",-1.383,16.0741,0.1355,11.24,325.03058,2.93,0.507
"1186",-1.382,16.0737,0.1359,11.24,317.70377,2.91,0.508
"1187",-1.378,16.0743,0.1361,11.24,307.3616,2.91,0.512
"1188",-1.382,16.0745,0.1363,11.24,300.09256,2.91,0.508
"1189",-1.382,16.0742,0.1359,11.24,315.31012,2.67,0.508
"1190",-1.379,16.0739,0.1365,11.23,332.90433,2.67,0.511
"1191",-1.379,16.0737,0.1362,11.23,325.25555,2.67,0.511
"1192",-1.382,16.0736,0.1356,11.23,311.32367,2.6,0.508
"1193",-1.379,16.0744,0.1357,11.23,302.63348,2.6,0.511
"1194",-1.379,16.0737,0.1359,11.23,305.01309,2.6,0.511
"1195",-1.384,16.0737,0.136,11.23,325.03647,2.82,0.506
"1196",-1.381,16.0735,0.136,11.23,335.49118,2.82,0.509
"1197",-1.382,16.0731,0.1362,11.23,319.34842,2.82,0.508
"1198",-1.384,16.0731,0.1361,11.23,308.88113,2.85,0.506
"1199",-1.378,16.0736,0.136,11.23,308.07364,2.85,0.512
"1200",-1.38,16.0731,0.136,11.22,317.43509,2.85,0.51
"1201",-1.384,16.0729,0.1361,11.22,324.97061,2.82,0.506
"1202",-1.382,16.0733,0.1362,11.22,327.09189,2.82,0.508
"1203",-1.383,16.0735,0.1359,11.22,322.08698,2.71,0.507
"1204",-1.381,16.0731,0.1359,11.22,315.29163,2.71,0.509
"1205",-1.384,16.0736,0.1363,11.22,311.69449,2.71,0.506
"1206",-1.382,16.074,0.1362,11.22,318.8562,2.83,0.508
"1207",-1.385,16.0734,0.1359,11.22,325.98093,2.83,0.505
"1208",-1.381,16.0734,0.1357,11.22,325.75223,2.83,0.509
"1209",-1.384,16.0739,0.1357,11.22,324.58276,3.07,0.506
"1210",-1.384,16.0732,0.1359,11.21,317.85477,3.07,0.506
"1211",-1.382,16.0732,0.136,11.22,310.96393,3.07,0.508
"1212",-1.383,16.0731,0.1362,11.22,315.74088,2.75,0.507
"1213",-1.383,16.0725,0.1361,11.22,326.18149,2.75,0.507
"1214",-1.385,16.0717,0.1359,11.22,328.08148,2.75,0.505
"1215",-1.386,16.0709,0.1358,11.22,322.74051,2.77,0.504
"1216",-1.383,16.0705,0.1361,11.22,316.54691,2.77,0.507
"1217",-1.385,16.0699,0.1364,11.21,312.59225,2.77,0.505
"1218",-1.381,16.0698,0.1359,11.22,320.45715,2.69,0.509
"1219",-1.384,16.0694,0.1357,11.21,327.65884,2.69,0.506
"1220",-1.383,16.0689,0.1355,11.21,325.62122,2.69,0.507
"1221",-1.378,16.0687,0.1359,11.21,322.69315,3.01,0.512
"1222",-1.38,16.0684,0.136,11.21,317.01471,3.01,0.51
"1223",-1.38,16.0682,0.1358,11.21,317.48099,2.61,0.51
"1224",-1.382,16.0684,0.1357,11.21,327.85867,2.61,0.508
"1225",-1.381,16.068,0.136,11.21,328.24432,2.61,0.509
"1226",-1.383,16.0678,0.1359,11.21,320.47787,3.16,0.507
"1227",-1.38,16.0679,0.136,11.21,316.76822,3.16,0.51
"1228",-1.381,16.0679,0.136,11.21,316.32709,3.16,0.509
"1229",-1.386,16.0675,0.1361,11.21,328.87936,2.38,0.504
"1230",-1.38,16.0674,0.1359,11.21,335.54297,2.38,0.51
"1231",-1.379,16.0675,0.1356,11.21,319.9324,2.38,0.511
"1232",-1.385,16.0666,0.1363,11.21,315.16061,2.72,0.505
"1233",-1.38,16.0663,0.1363,11.21,317.31592,2.72,0.51
"1234",-1.375,16.0665,0.1361,11.21,322.39856,2.72,0.515
"1235",-1.386,16.0663,0.1362,11.21,332.88507,2.58,0.504
"1236",-1.38,16.0664,0.1358,11.21,334.12482,2.58,0.51
"1237",-1.385,16.0658,0.1358,11.21,320.80948,2.58,0.505
"1238",-1.379,16.0657,0.136,11.21,317.03247,2.68,0.511
"1239",-1.382,16.0654,0.1362,11.21,316.82892,2.68,0.508
"1240",-1.382,16.066,0.1363,11.21,329.58917,2.68,0.508
"1241",-1.383,16.0662,0.1364,11.21,342.32205,2.81,0.507
"1242",-1.381,16.0666,0.1362,11.21,332.92728,2.81,0.509
"1243",-1.378,16.0662,0.1367,11.21,318.09973,2.86,0.512
"1244",-1.375,16.0667,0.1363,11.21,312.73883,2.86,0.515
"1245",-1.381,16.0666,0.1362,11.21,325.58936,2.86,0.509
"1246",-1.383,16.0663,0.136,11.21,343.99554,2.53,0.507
"1247",-1.383,16.067,0.1363,11.21,342.72617,2.53,0.507
"1248",-1.381,16.0664,0.1361,11.21,324.55762,2.53,0.509
"1249",-1.378,16.0664,0.1364,11.21,316.70163,2.93,0.512
"1250",-1.38,16.0666,0.1363,11.21,322.93814,2.93,0.51
"1251",-1.381,16.0668,0.1365,11.21,336.59991,2.93,0.509
"1252",-1.38,16.0664,0.1366,11.21,341.91275,2.94,0.51
"1253",-1.38,16.0658,0.1364,11.21,336.12546,2.94,0.51
"1254",-1.383,16.0667,0.1365,11.21,325.50574,2.94,0.507
"1255",-1.383,16.0671,0.1364,11.21,320.09671,2.85,0.507
"1256",-1.382,16.0679,0.1363,11.21,329.52109,2.85,0.508
"1257",-1.383,16.0673,0.136,11.21,338.29855,2.85,0.507
"1258",-1.379,16.0674,0.1363,11.21,339.50577,2.95,0.511
"1259",-1.381,16.0679,0.1362,11.21,334.4187,2.95,0.509
"1260",-1.38,16.0675,0.1366,11.21,327.82761,2.95,0.51
"1261",-1.383,16.068,0.1363,11.21,324.27484,2.7,0.507
"1262",-1.381,16.069,0.1365,11.21,332.96057,2.7,0.509
"1263",-1.383,16.0687,0.1365,11.21,341.05194,2.7,0.507
"1264",-1.382,16.0692,0.136,11.21,344.7912,2.52,0.508
"1265",-1.376,16.0687,0.1362,11.21,336.29721,2.52,0.514
"1266",-1.383,16.0696,0.1364,11.21,323.81448,2.68,0.507
"1267",-1.384,16.0699,0.1363,11.2,326.69739,2.68,0.506
"1268",-1.382,16.07,0.1363,11.2,344.05844,2.68,0.508
"1269",-1.379,16.0698,0.1363,11.2,348.22775,2.95,0.511
"1270",-1.384,16.0703,0.1362,11.2,342.22064,2.95,0.506
"1271",-1.378,16.0706,0.136,11.2,329.90521,2.95,0.512
"1272",-1.38,16.0702,0.1362,11.2,324.69601,2.9,0.51
"1273",-1.383,16.0703,0.1362,11.2,339.51611,2.9,0.507
"1274",-1.383,16.0701,0.1362,11.2,352.24823,2.9,0.507
"1275",-1.378,16.0703,0.1366,11.2,343.84677,3.31,0.512
"1276",-1.378,16.0703,0.1364,11.2,332.78,3.31,0.512
"1277",-1.377,16.0702,0.136,11.2,332.59641,3.31,0.513
"1278",-1.379,16.071,0.1362,11.19,339.57385,2.89,0.511
"1279",-1.376,16.0713,0.1363,11.19,349.15662,2.89,0.514
"1280",-1.374,16.0707,0.1365,11.19,345.73117,2.89,0.516
"1281",-1.375,16.0703,0.1363,11.19,336.6214,2.92,0.515
"1282",-1.374,16.0708,0.1364,11.19,335.22028,2.92,0.516
"1283",-1.376,16.0704,0.1365,11.19,341.28214,2.92,0.514
"1284",-1.375,16.071,0.1364,11.18,349.12036,2.52,0.515
"1285",-1.371,16.0701,0.1362,11.18,345.22125,2.52,0.519
"1286",-1.378,16.071,0.1364,11.18,339.83218,2.74,0.512
"1287",-1.376,16.0712,0.1365,11.18,339.95874,2.74,0.514
"1288",-1.372,16.0706,0.1361,11.18,342.92529,2.74,0.518
"1289",-1.38,16.0708,0.1364,11.18,343.97406,3.14,0.51
"1290",-1.377,16.0708,0.1363,11.18,337.54434,3.14,0.513
"1291",-1.373,16.0709,0.1362,11.18,339.63306,3.14,0.517
"1292",-1.376,16.0709,0.1361,11.18,345.07614,3.03,0.514
"1293",-1.377,16.0701,0.136,11.18,342.8801,3.03,0.513
"1294",-1.38,16.0701,0.1361,11.18,340.60046,3.03,0.51
"1295",-1.381,16.0703,0.1364,11.18,339.89804,3.08,0.509
"1296",-1.376,16.0707,0.1363,11.17,341.15781,3.08,0.514
"1297",-1.38,16.0705,0.1362,11.17,342.03412,3.08,0.51
"1298",-1.381,16.0709,0.1362,11.18,342.8631,2.56,0.509
"1299",-1.379,16.0705,0.1365,11.17,343.25092,2.56,0.511
"1300",-1.38,16.0709,0.1364,11.17,338.41553,2.56,0.51
"1301",-1.379,16.0712,0.1363,11.17,340.0076,3.2,0.511
"1302",-1.378,16.0715,0.1362,11.17,343.80383,3.2,0.512
"1303",-1.384,16.0708,0.1365,11.17,345.47882,3.2,0.506
"1304",-1.379,16.0712,0.1364,11.17,341.41165,3.03,0.511
"1305",-1.377,16.0714,0.1365,11.17,336.35638,3.03,0.513
"1306",-1.385,16.0709,0.1364,11.17,341.19699,2.61,0.505
"1307",-1.384,16.0708,0.1363,11.18,345.37888,2.61,0.506
"1308",-1.382,16.0708,0.1362,11.18,341.39685,2.61,0.508
"1309",-1.384,16.0702,0.1365,11.18,337.0751,2.94,0.506
"1310",-1.382,16.0703,0.1362,11.18,333.811,2.94,0.508
"1311",-1.376,16.0705,0.136,11.18,346.55719,2.94,0.514
"1312",-1.384,16.0707,0.1365,11.18,355.85132,3.16,0.506
"1313",-1.38,16.0703,0.1359,11.18,347.82657,3.16,0.51
"1314",-1.382,16.0707,0.1363,11.18,342.01413,3.16,0.508
"1315",-1.381,16.0706,0.1363,11.18,338.2179,2.74,0.509
"1316",-1.383,16.0707,0.1364,11.18,344.0007,2.74,0.507
"1317",-1.381,16.0714,0.1362,11.18,353.1727,2.74,0.509
"1318",-1.382,16.0708,0.1365,11.18,353.6131,2.86,0.508
"1319",-1.38,16.0714,0.1359,11.18,345.02435,2.86,0.51
"1320",-1.379,16.0712,0.1366,11.18,335.49191,2.86,0.511
"1321",-1.382,16.071,0.1362,11.18,342.36496,2.74,0.508
"1322",-1.38,16.071,0.1365,11.18,348.89166,2.74,0.51
"1323",-1.383,16.071,0.1359,11.18,347.45798,2.74,0.507
"1324",-1.381,16.0712,0.1362,11.18,347.75922,2.83,0.509
"1325",-1.381,16.0712,0.1361,11.18,349.45862,2.83,0.509
"1326",-1.382,16.0711,0.1364,11.18,350.07516,2.83,0.508
"1327",-1.382,16.0715,0.1362,11.18,347.78067,3.02,0.508
"1328",-1.382,16.0713,0.1366,11.18,343.16953,3.02,0.508
"1329",-1.381,16.0717,0.1366,11.18,344.67426,2.87,0.509
"1330",-1.382,16.0717,0.1362,11.18,368.72333,2.87,0.508
"1331",-1.384,16.0719,0.1362,11.18,363.83093,2.87,0.506
"1332",-1.382,16.0714,0.1364,11.18,347.82065,2.98,0.508
"1333",-1.383,16.0715,0.136,11.18,340.38062,2.98,0.507
"1334",-1.383,16.0715,0.1363,11.17,344.05771,2.98,0.507
"1335",-1.382,16.0721,0.1366,11.17,364.40012,2.7,0.508
"1336",-1.38,16.0719,0.1361,11.17,372.84897,2.7,0.51
"1337",-1.385,16.0718,0.1363,11.17,357.22284,2.7,0.505
"1338",-1.38,16.0715,0.1365,11.17,345.40256,3.07,0.51
"1339",-1.381,16.0716,0.1361,11.17,337.41998,3.07,0.509
"1340",-1.381,16.0713,0.1361,11.17,351.92404,3.07,0.509
"1341",-1.383,16.0712,0.1364,11.17,365.06253,3.03,0.507
"1342",-1.384,16.0714,0.1365,11.16,363.20993,3.03,0.506
"1343",-1.379,16.0716,0.136,11.16,351.23276,3.03,0.511
"1344",-1.378,16.0718,0.1364,11.17,340.633,2.86,0.512
"1345",-1.382,16.0719,0.1362,11.16,345.02139,2.86,0.508
"1346",-1.376,16.0711,0.1361,11.16,362.76807,2.86,0.514
"1347",-1.381,16.0712,0.1366,11.16,370.39978,2.83,0.509
"1348",-1.376,16.071,0.1366,11.16,359.94513,2.83,0.514
"1349",-1.38,16.0702,0.1366,11.16,345.66678,3.15,0.51
"1350",-1.38,16.0694,0.1364,11.16,345.04727,3.15,0.51
"1351",-1.382,16.0695,0.1361,11.16,357.7128,3.15,0.508
"1352",-1.383,16.0697,0.1364,11.16,362.03159,2.81,0.507
"1353",-1.384,16.0689,0.1364,11.16,361.73553,2.81,0.506
"1354",-1.382,16.0687,0.1365,11.16,353.37845,2.81,0.508
"1355",-1.385,16.0677,0.1362,11.16,342.96893,2.76,0.505
"1356",-1.383,16.0672,0.1361,11.16,351.423,2.76,0.507
"1357",-1.381,16.0674,0.1364,11.16,362.34839,2.76,0.509
"1358",-1.382,16.0675,0.1363,11.16,363.77319,3,0.508
"1359",-1.38,16.0675,0.1362,11.16,355.30212,3,0.51
"1360",-1.379,16.068,0.1367,11.15,352.75452,3,0.511
"1361",-1.378,16.0685,0.1363,11.15,351.064,2.91,0.512
"1362",-1.38,16.0691,0.136,11.15,356.76321,2.91,0.51
"1363",-1.38,16.0693,0.1365,11.15,358.79861,2.91,0.51
"1364",-1.381,16.0695,0.1363,11.15,350.94781,2.8,0.509
"1365",-1.382,16.0704,0.1362,11.15,357.26059,2.8,0.508
"1366",-1.381,16.0699,0.1361,11.15,365.1373,2.8,0.509
"1367",-1.386,16.0701,0.1364,11.15,362.35062,2.81,0.504
"1368",-1.385,16.0702,0.1364,11.15,359.93326,2.81,0.505
"1369",-1.388,16.0707,0.1361,11.15,352.16385,2.81,0.502
"1370",-1.386,16.0707,0.1359,11.15,347.21817,2.74,0.504
"1371",-1.383,16.0707,0.1362,11.15,367.68567,2.74,0.507
"1372",-1.383,16.071,0.1359,11.15,375.2774,3.19,0.507
"1373",-1.381,16.0712,0.136,11.15,361.15527,3.19,0.509
"1374",-1.38,16.0716,0.1362,11.15,352.64053,3.19,0.51
"1375",-1.376,16.0714,0.1364,11.15,354.20746,2.61,0.514
"1376",-1.376,16.0714,0.1358,11.15,364.8316,2.61,0.514
"1377",-1.373,16.0712,0.1363,11.15,368.13788,2.61,0.517
"1378",-1.376,16.0713,0.1362,11.15,363.81464,2.71,0.514
"1379",-1.375,16.071,0.1363,11.15,364.42453,2.71,0.515
"1380",-1.378,16.0714,0.1363,11.15,367.10757,2.71,0.512
"1381",-1.377,16.0718,0.1365,11.15,368.24521,2.79,0.513
"1382",-1.379,16.0714,0.136,11.15,363.51859,2.79,0.511
"1383",-1.384,16.0712,0.1362,11.15,358.98291,2.79,0.506
"1384",-1.383,16.0719,0.1362,11.15,362.05084,2.93,0.507
"1385",-1.38,16.0722,0.1362,11.15,368.59604,2.93,0.51
"1386",-1.382,16.0718,0.1364,11.15,368.76627,2.93,0.508
"1387",-1.381,16.072,0.1363,11.15,363.18402,2.72,0.509
"1388",-1.382,16.0722,0.1362,11.15,361.7052,2.72,0.508
"1389",-1.38,16.0718,0.1364,11.14,363.90421,2.72,0.51
"1390",-1.379,16.0714,0.1363,11.15,364.30832,3.07,0.511
"1391",-1.382,16.0711,0.1365,11.14,360.84735,3.07,0.508
"1392",-1.379,16.0711,0.1363,11.14,364.34164,2.59,0.511
"1393",-1.381,16.0716,0.1366,11.14,374.84219,2.59,0.509
"1394",-1.383,16.0719,0.1364,11.14,369.88464,2.59,0.507
"1395",-1.379,16.0712,0.1364,11.14,353.13348,3.02,0.511
"1396",-1.382,16.0714,0.1359,11.14,348.43347,3.02,0.508
"1397",-1.381,16.0718,0.1367,11.13,364.07813,3.02,0.509
"1398",-1.381,16.0716,0.1362,11.13,374.44473,2.82,0.509
"1399",-1.379,16.0714,0.1361,11.13,355.56934,2.82,0.511
"1400",-1.377,16.0716,0.1363,11.13,344.81488,2.82,0.513
"1401",-1.379,16.0709,0.1363,11.13,351.2135,2.94,0.511
"1402",-1.371,16.0707,0.1363,11.13,368.27631,2.94,0.519
"1403",-1.365,16.071,0.1365,11.13,367.83444,2.94,0.525
"1404",-1.367,16.0712,0.1359,11.13,350.47708,2.93,0.523
"1405",-1.359,16.072,0.1364,11.13,347.7533,2.93,0.531
"1406",-1.361,16.0719,0.1361,11.12,361.62897,2.93,0.529
"1407",-1.352,16.0718,0.1366,11.12,368.66562,3.34,0.538
"1408",-1.355,16.0724,0.1365,11.12,354.03278,3.34,0.535
