"","Press..dbar._CTD1_28","Depth_m_CTD1_28","Temp_CTD1_28","pH_CTD1_28","Turb_FTU_CTD1_28","Cond_ms_p_cm_CTD1_28","DO_mg_l_CTD1_28","Chl_A_ug_p_l_CTD1_28"
"773",6.39,8.24,11.46,8.59,0.71,0.1915,4.66,9.58
"774",6.4,8.25,11.44,8.59,0.56,0.1915,4.66,9.59
"775",6.42,8.27,11.43,8.59,0.49,0.1915,4.68,9.65
"776",6.43,8.28,11.42,8.59,0.46,0.1915,4.68,9.69
"777",6.45,8.3,11.41,8.59,0.46,0.1915,4.7,9.78
"778",6.46,8.31,11.39,8.59,0.46,0.1915,4.7,9.91
"779",6.47,8.32,11.38,8.59,0.46,0.1926,4.73,10.07
"780",6.48,8.33,11.36,8.59,0.71,0.1926,4.73,10.24
"781",6.5,8.35,11.34,8.59,0.62,0.1926,4.76,10.36
"782",6.51,8.36,11.33,8.58,0.52,0.1926,4.76,10.78
"783",6.52,8.37,11.31,8.58,0.46,0.1926,4.78,11.02
"784",6.54,8.39,11.29,8.58,0.43,0.1926,4.78,11.15
"785",6.56,8.41,11.27,8.58,0.46,0.1926,4.78,11.23
"786",6.57,8.42,11.25,8.58,0.46,0.1937,4.78,11.27
"787",6.59,8.44,11.23,8.58,0.43,0.1937,4.78,11.42
"788",6.6,8.45,11.2,8.58,0.43,0.1937,4.79,11.6
"789",6.61,8.46,11.18,8.58,0.43,0.1948,4.79,11.66
"790",6.62,8.47,11.16,8.58,0.4,0.1937,4.79,11.75
"791",6.64,8.49,11.15,8.58,0.43,0.1937,4.79,11.84
"792",6.64,8.49,11.13,8.58,0.46,0.1948,4.79,11.87
"793",6.65,8.5,11.12,8.57,0.49,0.1948,4.79,11.85
"794",6.65,8.5,11.11,8.57,0.49,0.1937,4.77,11.88
"795",6.67,8.52,11.09,8.57,0.52,0.1948,4.77,11.88
"796",6.68,8.53,11.08,8.57,0.49,0.1948,4.77,11.9
"797",6.69,8.54,11.07,8.57,0.46,0.1948,4.77,11.94
"798",6.69,8.54,11.05,8.57,0.49,0.1948,4.76,11.92
"799",6.71,8.56,11.01,8.57,0.49,0.1937,4.76,11.88
"800",6.73,8.58,10.99,8.57,0.49,0.1948,4.76,11.88
"801",6.74,8.59,10.96,8.57,0.49,0.1948,4.76,11.94
"802",6.76,8.61,10.93,8.57,0.46,0.1948,4.74,11.99
"803",6.78,8.63,10.9,8.57,0.46,0.1948,4.74,12.18
"804",6.8,8.65,10.86,8.57,0.49,0.1959,4.74,12.25
"805",6.81,8.66,10.83,8.57,0.46,0.1959,4.73,12.29
"806",6.82,8.67,10.8,8.56,0.49,0.1959,4.73,12.35
"807",6.83,8.68,10.78,8.56,0.52,0.1959,4.73,12.4
"808",6.84,8.69,10.75,8.56,0.52,0.1959,4.73,12.32
"809",6.85,8.7,10.73,8.56,0.77,0.1959,4.73,12.24
"810",6.85,8.7,10.72,8.56,0.65,0.1959,4.73,12.15
"811",6.86,8.71,10.7,8.56,0.56,0.1959,4.71,12.07
"812",6.87,8.72,10.68,8.56,0.49,0.1959,4.71,12.07
"813",6.87,8.72,10.67,8.56,0.46,0.1959,4.74,12.02
"814",6.87,8.72,10.65,8.56,0.52,0.1959,4.74,11.97
"815",6.88,8.73,10.64,8.56,0.59,0.1959,4.76,11.98
"816",6.89,8.74,10.63,8.56,0.56,0.1959,4.76,11.99
"817",6.9,8.75,10.62,8.56,0.46,0.1959,4.77,11.95
"818",6.92,8.77,10.61,8.56,0.43,0.1959,4.77,11.92
"819",6.93,8.78,10.6,8.55,0.46,0.1959,4.79,12.02
"820",6.95,8.8,10.59,8.55,0.46,0.1959,4.79,12.26
"821",6.97,8.82,10.57,8.55,0.49,0.197,4.79,12.59
"822",6.99,8.84,10.53,8.55,0.46,0.197,4.79,12.82
"823",7,8.85,10.5,8.55,0.46,0.197,4.79,12.98
"824",7.02,8.87,10.46,8.55,0.49,0.197,4.8,13.09
"825",7.03,8.88,10.43,8.55,0.49,0.197,4.8,13.15
"826",7.04,8.89,10.39,8.55,0.43,0.1981,4.79,13.22
"827",7.04,8.89,10.38,8.55,0.4,0.1981,4.79,13.46
"828",7.06,8.91,10.4,8.55,0.46,0.1981,4.78,13.83
"829",7.07,8.92,10.42,8.55,0.46,0.1981,4.78,14.21
"830",7.08,8.93,10.42,8.55,0.46,0.1981,4.78,14.27
"831",7.1,8.95,10.41,8.54,0.46,0.1981,4.78,14.19
"832",7.12,8.97,10.39,8.54,0.49,0.1981,4.76,14.28
"833",7.14,8.99,10.37,8.54,0.46,0.1981,4.76,14.39
"834",7.15,9,10.34,8.54,0.46,0.1981,4.75,14.35
"835",7.17,9.02,10.29,8.54,0.56,0.197,4.75,14.2
"836",7.18,9.03,10.23,8.54,0.59,0.1981,4.75,14.1
"837",7.2,9.05,10.18,8.54,0.68,0.1981,4.75,14.01
"838",7.21,9.06,10.13,8.54,0.68,0.1981,4.75,13.96
"839",7.22,9.07,10.1,8.54,0.56,0.1981,4.73,13.99
"840",7.23,9.08,10.09,8.54,0.52,0.1981,4.73,14.06
"841",7.24,9.09,10.07,8.54,0.52,0.1981,4.71,13.86
"842",7.24,9.09,10.05,8.54,0.52,0.1981,4.71,13.64
"843",7.25,9.1,10.04,8.54,0.65,0.1992,4.71,13.42
"844",7.26,9.11,10.02,8.54,0.59,0.1992,4.71,13.31
"845",7.27,9.12,10,8.54,0.52,0.1981,4.69,13.28
"846",7.28,9.13,9.98,8.53,0.56,0.1992,4.69,13.23
"847",7.29,9.14,9.96,8.53,0.65,0.1992,4.69,13.25
"848",7.31,9.16,9.94,8.53,0.62,0.1992,4.69,13.26
"849",7.32,9.17,9.92,8.53,0.56,0.1992,4.71,13.2
"850",7.33,9.18,9.9,8.53,0.49,0.1992,4.71,13.15
"851",7.35,9.2,9.88,8.53,0.52,0.1992,4.73,13.03
"852",7.35,9.2,9.86,8.53,0.56,0.1992,4.73,12.97
"853",7.36,9.21,9.84,8.53,0.52,0.1992,4.74,12.8
"854",7.38,9.23,9.82,8.53,0.49,0.1992,4.74,12.65
"855",7.4,9.25,9.79,8.53,0.59,0.1992,4.74,12.62
"856",7.41,9.26,9.75,8.53,1.39,0.2003,4.75,12.61
"857",7.44,9.29,9.69,8.53,2.4,0.2003,4.75,12.53
"858",7.45,9.3,9.65,8.53,1.73,0.2003,4.74,12.52
"859",7.48,9.33,9.61,8.53,0.86,0.2003,4.74,12.68
"860",7.5,9.35,9.57,8.52,0.56,0.2003,4.74,12.93
"861",7.53,9.38,9.53,8.52,0.49,0.2014,4.74,13.09
"862",7.55,9.4,9.51,8.52,0.46,0.2014,4.71,13.16
"863",7.56,9.41,9.49,8.52,0.56,0.2014,4.71,13.15
"864",7.56,9.41,9.48,8.52,0.52,0.2014,4.67,13.01
"865",7.56,9.41,9.49,8.52,0.52,0.2014,4.67,12.87
"866",7.56,9.41,9.51,8.52,0.49,0.2014,4.62,12.88
"867",7.56,9.41,9.53,8.52,0.49,0.2003,4.62,12.96
"868",7.55,9.4,9.54,8.52,0.46,0.2003,4.63,12.97
"869",7.56,9.41,9.55,8.52,0.43,0.2003,4.58,12.88
"870",7.56,9.41,9.56,8.52,0.46,0.2003,4.58,12.98
"871",7.56,9.41,9.55,8.52,0.49,0.2003,4.54,13.61
"872",7.56,9.41,9.5,8.52,0.46,0.2014,4.54,14.01
"873",7.56,9.41,9.45,8.51,0.49,0.1992,4.49,13.84
"874",7.56,9.41,9.4,8.51,0.83,0.2003,4.49,13.55
"875",7.57,9.42,9.37,8.51,0.71,0.2003,4.45,13.26
"876",7.57,9.42,9.34,8.51,0.59,0.2003,4.45,12.98
"877",7.57,9.42,9.32,8.51,0.52,0.2003,4.42,12.67
"878",7.57,9.42,9.31,8.51,0.49,0.2003,4.42,12.48
"879",7.56,9.41,9.3,8.51,0.46,0.2003,4.41,12.39
"880",7.56,9.41,9.29,8.51,0.46,0.2003,4.41,12.38
"881",7.57,9.42,9.29,8.51,0.43,0.2003,4.41,12.39
"882",7.57,9.42,9.29,8.51,0.49,0.2003,4.41,12.4
"883",7.57,9.42,9.29,8.51,0.49,0.2003,4.39,12.47
"884",7.57,9.42,9.29,8.51,0.49,0.2003,4.39,12.52
"885",7.57,9.42,9.29,8.51,0.46,0.2003,4.39,12.54
"886",7.57,9.42,9.29,8.51,0.43,0.2003,4.4,12.57
"887",7.57,9.42,9.29,8.51,0.46,0.2003,4.4,12.63
"888",7.57,9.42,9.29,8.51,0.49,0.2003,4.38,12.75
"889",7.57,9.42,9.29,8.5,0.46,0.2003,4.38,13.19
"890",7.58,9.43,9.29,8.5,0.4,0.2003,4.35,13.79
"891",7.58,9.43,9.29,8.5,0.4,0.2003,4.35,13.94
"892",7.58,9.43,9.29,8.5,0.43,0.2014,4.34,13.96
"893",7.58,9.43,9.29,8.5,0.46,0.2014,4.34,14.02
"894",7.57,9.42,9.29,8.5,0.46,0.2003,4.32,14
"895",7.57,9.42,9.29,8.5,0.46,0.2014,4.32,13.89
"896",7.57,9.42,9.29,8.5,0.46,0.2014,4.28,13.64
"897",7.57,9.42,9.29,8.5,0.46,0.2003,4.28,13.35
"898",7.57,9.42,9.31,8.5,0.43,0.2014,4.25,13.02
"899",7.57,9.42,9.32,8.5,0.43,0.2014,4.25,12.62
"900",7.57,9.42,9.33,8.5,0.4,0.2014,4.21,12.44
"901",7.57,9.42,9.33,8.5,0.4,0.2014,4.21,12.36
"902",7.57,9.42,9.33,8.5,0.4,0.2003,4.21,12.34
"903",7.57,9.42,9.32,8.5,0.4,0.2014,4.18,12.35
"904",7.57,9.42,9.32,8.5,0.4,0.2014,4.18,12.35
"905",7.57,9.42,9.34,8.49,0.4,0.2014,4.15,12.29
"906",7.58,9.43,9.37,8.49,0.43,0.2014,4.15,12.27
"907",7.59,9.44,9.35,8.49,0.46,0.2014,4.15,12.26
"908",7.61,9.46,9.34,8.49,0.52,0.2014,4.15,12.28
"909",7.63,9.48,9.35,8.49,0.46,0.2014,4.15,12.34
"910",7.64,9.49,9.34,8.49,0.56,0.2014,4.15,12.42
"911",7.66,9.51,9.33,8.49,0.49,0.2014,4.15,12.48
"912",7.68,9.53,9.3,8.49,0.43,0.2014,4.15,12.7
"913",7.69,9.54,9.27,8.49,0.46,0.2014,4.14,12.97
"914",7.7,9.55,9.25,8.49,0.46,0.2003,4.14,13.1
"915",7.72,9.57,9.23,8.49,0.43,0.2014,4.14,13.09
"916",7.74,9.59,9.21,8.49,0.43,0.2014,4.14,13.01
"917",7.75,9.6,9.19,8.49,0.52,0.2014,4.15,13.05
"918",7.76,9.61,9.17,8.49,0.49,0.2014,4.15,13.12
"919",7.77,9.62,9.15,8.49,0.4,0.2014,4.13,13.18
"920",7.78,9.63,9.14,8.49,0.4,0.2014,4.13,13.19
"921",7.78,9.63,9.12,8.49,0.43,0.2014,4.13,13.21
"922",7.79,9.64,9.11,8.48,0.46,0.2014,4.1,13.22
"923",7.8,9.65,9.1,8.48,0.46,0.2014,4.1,13.27
"924",7.84,9.69,9.09,8.48,0.46,0.2014,4.07,13.41
"925",7.87,9.72,9.07,8.48,0.46,0.2025,4.07,13.4
"926",7.9,9.75,9.06,8.48,0.46,0.2025,4.04,13.3
"927",7.91,9.76,9.02,8.48,0.46,0.2025,4.04,13.21
"928",7.92,9.77,9.03,8.48,0.46,0.2025,4.02,13.12
"929",7.93,9.78,9.05,8.48,0.43,0.2025,4.02,13.13
"930",7.94,9.79,9.08,8.48,0.4,0.2025,3.98,13.17
"931",7.95,9.8,9.09,8.48,0.43,0.2037,3.98,13.15
"932",7.96,9.81,9.08,8.48,0.43,0.2025,3.91,13.14
"933",7.96,9.81,9.06,8.48,0.43,0.2025,3.91,13.31
"934",7.97,9.82,9.03,8.48,0.4,0.2025,3.91,13.93
"935",7.98,9.83,9,8.48,0.43,0.2025,3.86,14.25
"936",8,9.85,8.98,8.48,0.49,0.2025,3.8,14.08
"937",8.01,9.86,8.96,8.48,0.46,0.2025,3.8,13.94
"938",8.02,9.87,8.92,8.48,0.46,0.2025,3.8,13.84
"939",8.05,9.9,8.87,8.48,0.46,0.2025,3.76,13.69
"940",8.07,9.92,8.83,8.47,0.43,0.2037,3.76,13.48
"941",8.08,9.93,8.79,8.47,0.49,0.2037,3.7,13.25
"942",8.1,9.95,8.76,8.47,0.65,0.2048,3.7,13.02
"943",8.11,9.96,8.72,8.47,0.56,0.2048,3.65,12.8
"944",8.13,9.98,8.68,8.47,0.62,0.2037,3.65,12.66
"945",8.14,9.99,8.62,8.47,0.99,0.2048,3.6,12.6
"946",8.15,10,8.59,8.47,0.92,0.2048,3.6,12.69
"947",8.17,10.02,8.57,8.47,1.23,0.2048,3.55,12.7
"948",8.2,10.05,8.54,8.47,1.11,0.2048,3.55,12.64
"949",8.23,10.08,8.5,8.47,0.71,0.2048,3.49,12.49
"950",8.27,10.12,8.47,8.47,0.8,0.2059,3.49,12.24
"951",8.29,10.14,8.43,8.47,0.56,0.2059,3.43,12.11
"952",8.3,10.15,8.41,8.47,0.43,0.2059,3.41,12.16
"953",8.31,10.16,8.39,8.47,0.4,0.2059,3.41,12.19
"954",8.33,10.18,8.37,8.47,0.4,0.2059,3.33,12.1
"955",8.34,10.19,8.36,8.46,0.4,0.2059,3.33,12.08
"956",8.36,10.21,8.34,8.46,0.49,0.2059,3.26,12.02
"957",8.37,10.22,8.33,8.46,0.49,0.2059,3.26,12.05
"958",8.38,10.23,8.31,8.46,0.43,0.2059,3.19,12.14
"959",8.39,10.24,8.3,8.46,0.52,0.207,3.19,12.18
"960",8.41,10.26,8.29,8.46,0.43,0.2059,3.13,12.18
"961",8.42,10.27,8.28,8.46,0.4,0.207,3.13,12.16
"962",8.42,10.27,8.27,8.46,0.4,0.207,3.06,12.33
"963",8.42,10.27,8.27,8.46,0.4,0.2081,3.06,12.84
"964",8.43,10.28,8.26,8.46,0.43,0.207,3.01,12.98
"965",8.43,10.28,8.26,8.46,0.43,0.207,3.01,12.77
"966",8.43,10.28,8.26,8.46,0.4,0.207,2.96,12.57
"967",8.43,10.28,8.26,8.46,0.43,0.207,2.96,12.38
"968",8.43,10.28,8.25,8.46,0.46,0.207,2.91,12.11
"969",8.43,10.28,8.25,8.46,0.43,0.207,2.91,11.79
"970",8.43,10.28,8.24,8.46,0.46,0.2059,2.91,11.5
"971",8.43,10.28,8.24,8.46,0.43,0.207,2.87,11.32
"972",8.46,10.31,8.24,8.45,0.74,0.207,2.86,11.22
"973",8.49,10.34,8.23,8.45,0.71,0.207,2.82,11.26
"974",8.51,10.36,8.23,8.45,0.52,0.207,2.82,11.32
"975",8.54,10.39,8.23,8.45,0.49,0.207,2.77,11.21
"976",8.58,10.43,8.21,8.45,0.49,0.207,2.77,11.04
"977",8.62,10.47,8.18,8.45,0.43,0.207,2.71,10.85
"978",8.66,10.51,8.14,8.45,0.52,0.2081,2.71,10.67
"979",8.67,10.52,8.11,8.45,0.56,0.2081,2.63,10.57
"980",8.69,10.54,8.08,8.45,0.46,0.2081,2.64,10.52
"981",8.7,10.55,8.05,8.45,0.4,0.2081,2.56,10.47
"982",8.73,10.58,8.05,8.45,0.4,0.2081,2.56,10.44
"983",8.74,10.59,8.04,8.45,0.4,0.2092,2.49,10.44
"984",8.76,10.61,8.02,8.45,0.43,0.2092,2.49,10.3
"985",8.78,10.63,8,8.45,0.43,0.2092,2.44,10.16
"986",8.8,10.65,7.97,8.45,0.46,0.2081,2.44,10.1
"987",8.82,10.67,7.95,8.45,1.45,0.2092,2.41,10
"988",8.83,10.68,7.93,8.44,1.08,0.2092,2.41,9.88
"989",8.84,10.69,7.92,8.44,0.59,0.2092,2.41,9.8
"990",8.84,10.69,7.91,8.44,0.46,0.2081,2.35,9.68
"991",8.85,10.7,7.9,8.44,0.46,0.2092,2.35,9.52
"992",8.86,10.71,7.9,8.44,0.43,0.2092,2.28,9.4
"993",8.87,10.72,7.89,8.44,0.43,0.2092,2.28,9.31
"994",8.87,10.72,7.88,8.44,0.4,0.2092,2.22,9.21
"995",8.88,10.73,7.88,8.44,0.4,0.2092,2.22,9.15
"996",8.89,10.74,7.87,8.44,0.4,0.2092,2.16,9.13
"997",8.91,10.76,7.87,8.44,0.4,0.2081,2.16,9.1
"998",8.92,10.77,7.86,8.44,0.4,0.2092,2.11,9.07
"999",8.93,10.78,7.85,8.44,0.4,0.2092,2.11,8.98
"1000",8.95,10.8,7.83,8.44,0.37,0.2092,2.06,8.78
"1001",8.95,10.8,7.82,8.44,0.37,0.2092,2.06,8.69
"1002",8.95,10.8,7.82,8.44,0.34,0.2092,2.02,8.65
"1003",8.96,10.81,7.84,8.44,0.34,0.2092,2.02,8.58
"1004",8.96,10.81,7.85,8.44,0.37,0.2092,1.98,8.42
"1005",8.97,10.82,7.87,8.44,0.34,0.2092,1.98,8.24
"1006",8.97,10.82,7.88,8.44,0.34,0.2092,1.98,8.17
"1007",8.98,10.83,7.88,8.44,0.34,0.2092,1.95,8.12
"1008",8.99,10.84,7.88,8.43,0.34,0.2092,1.95,8.09
"1009",9,10.85,7.89,8.43,0.4,0.2092,1.92,8.09
"1010",9.01,10.86,7.89,8.43,0.43,0.2092,1.92,8.06
"1011",9.03,10.88,7.88,8.43,0.46,0.2092,1.89,8.02
"1012",9.04,10.89,7.87,8.43,0.46,0.2092,1.89,7.88
"1013",9.05,10.9,7.86,8.43,0.43,0.2092,1.86,7.72
"1014",9.07,10.92,7.84,8.43,0.56,0.2092,1.86,7.63
"1015",9.08,10.93,7.82,8.43,0.49,0.2092,1.83,7.66
"1016",9.09,10.94,7.8,8.43,0.4,0.2092,1.83,7.7
"1017",9.09,10.94,7.79,8.43,0.43,0.2092,1.8,7.63
"1018",9.1,10.95,7.77,8.43,0.49,0.2092,1.8,7.61
"1019",9.11,10.96,7.76,8.43,0.43,0.2103,1.76,7.57
"1020",9.11,10.96,7.74,8.43,0.4,0.2092,1.76,7.44
"1021",9.12,10.97,7.72,8.43,0.4,0.2092,1.72,7.23
"1022",9.13,10.98,7.69,8.43,0.37,0.2103,1.72,7.08
"1023",9.14,10.99,7.67,8.43,0.37,0.2092,1.72,6.98
"1024",9.15,11,7.63,8.43,0.34,0.2103,1.68,6.8
"1025",9.16,11.01,7.61,8.43,0.37,0.2092,1.68,6.58
"1026",9.17,11.02,7.58,8.43,0.37,0.2092,1.65,6.38
"1027",9.17,11.02,7.55,8.43,0.37,0.2092,1.65,6.19
"1028",9.17,11.02,7.53,8.43,0.34,0.2103,1.62,6.12
"1029",9.18,11.03,7.51,8.42,0.34,0.2103,1.62,6.08
"1030",9.19,11.04,7.5,8.42,0.34,0.2103,1.61,6.02
"1031",9.2,11.05,7.48,8.42,0.34,0.2103,1.61,6.01
"1032",9.21,11.06,7.47,8.42,0.34,0.2103,1.61,5.95
"1033",9.23,11.08,7.46,8.42,0.37,0.2114,1.61,5.81
"1034",9.24,11.09,7.45,8.42,0.37,0.2114,1.62,5.63
"1035",9.25,11.1,7.44,8.42,0.4,0.2103,1.62,5.53
"1036",9.26,11.11,7.42,8.42,0.37,0.2103,1.63,5.46
"1037",9.29,11.14,7.41,8.42,0.37,0.2114,1.63,5.42
"1038",9.31,11.16,7.4,8.42,0.4,0.2103,1.62,5.43
"1039",9.33,11.18,7.38,8.42,0.37,0.2114,1.62,5.51
"1040",9.34,11.19,7.36,8.42,0.37,0.2114,1.62,5.64
"1041",9.36,11.21,7.34,8.42,0.37,0.2114,1.59,5.74
"1042",9.37,11.22,7.33,8.42,0.37,0.2114,1.59,5.83
"1043",9.37,11.22,7.32,8.42,0.37,0.2114,1.53,5.83
"1044",9.38,11.23,7.31,8.42,0.34,0.2114,1.53,5.66
"1045",9.39,11.24,7.29,8.42,0.37,0.2114,1.47,5.49
"1046",9.4,11.25,7.28,8.42,0.37,0.2114,1.47,5.64
"1047",9.4,11.25,7.27,8.42,0.37,0.2125,1.41,5.89
"1048",9.41,11.26,7.26,8.41,0.4,0.2114,1.41,6.01
"1049",9.42,11.27,7.26,8.41,0.4,0.2125,1.37,6.11
"1050",9.42,11.27,7.25,8.41,0.37,0.2125,1.37,6.21
"1051",9.43,11.28,7.24,8.41,0.4,0.2125,1.34,6.19
"1052",9.44,11.29,7.24,8.41,0.4,0.2114,1.34,6.13
"1053",9.45,11.3,7.23,8.41,0.43,0.2125,1.31,5.98
"1054",9.46,11.31,7.22,8.41,0.43,0.2125,1.31,5.85
"1055",9.47,11.32,7.22,8.41,0.4,0.2114,1.28,5.66
"1056",9.47,11.32,7.21,8.41,0.37,0.2125,1.28,5.54
"1057",9.48,11.33,7.21,8.41,0.37,0.2125,1.28,5.54
"1058",9.49,11.34,7.21,8.41,0.37,0.2125,1.26,5.51
"1059",9.5,11.35,7.2,8.41,0.37,0.2125,1.26,5.53
"1060",9.52,11.37,7.19,8.41,0.37,0.2125,1.26,5.61
"1061",9.53,11.38,7.18,8.41,0.4,0.2125,1.26,5.69
"1062",9.55,11.4,7.18,8.41,0.4,0.2125,1.29,5.71
"1063",9.56,11.41,7.17,8.41,0.43,0.2125,1.29,5.73
"1064",9.58,11.43,7.16,8.41,0.43,0.2125,1.32,5.65
"1065",9.59,11.44,7.15,8.41,0.49,0.2125,1.32,5.78
"1066",9.6,11.45,7.14,8.41,0.46,0.2125,1.37,5.94
"1067",9.61,11.46,7.14,8.41,0.46,0.2125,1.37,6.11
"1068",9.63,11.48,7.13,8.41,0.46,0.2136,1.4,6.23
"1069",9.66,11.51,7.12,8.4,0.49,0.2125,1.4,6.33
"1070",9.69,11.54,7.11,8.4,1.79,0.2125,1.42,6.41
"1071",9.72,11.57,7.1,8.4,1.39,0.2136,1.42,6.71
"1072",9.74,11.59,7.08,8.4,0.71,0.2125,1.42,7.26
"1073",9.75,11.6,7.07,8.4,0.49,0.2125,1.42,7.76
"1074",9.76,11.61,7.06,8.4,0.46,0.2125,1.42,8
"1075",9.77,11.62,7.06,8.4,0.49,0.2136,1.39,8.26
"1076",9.78,11.63,7.05,8.4,0.49,0.2136,1.39,8.43
"1077",9.78,11.63,7.04,8.4,0.49,0.2125,1.36,8.61
"1078",9.77,11.62,7.04,8.4,0.49,0.2125,1.36,8.78
"1079",9.77,11.62,7.04,8.4,0.46,0.2136,1.33,8.65
"1080",9.78,11.63,7.04,8.4,0.46,0.2136,1.33,8.42
"1081",9.78,11.63,7.04,8.4,0.43,0.2125,1.3,8.53
"1082",9.78,11.63,7.03,8.4,0.49,0.2125,1.3,9.14
"1083",9.78,11.63,7.03,8.4,0.52,0.2125,1.28,9.5
"1084",9.78,11.63,7.03,8.4,0.56,0.2125,1.28,9.46
"1085",9.77,11.62,7.03,8.4,0.56,0.2136,1.26,9.18
"1086",9.78,11.63,7.02,8.4,0.56,0.2136,1.26,8.82
"1087",9.78,11.63,7.02,8.4,0.52,0.2125,1.25,8.6
"1088",9.78,11.63,7.02,8.4,0.56,0.2125,1.25,8.48
"1089",9.78,11.63,7.02,8.4,0.56,0.2136,1.25,8.51
"1090",9.78,11.63,7.03,8.39,0.52,0.2125,1.24,8.25
"1091",9.78,11.63,7.05,8.39,0.49,0.2136,1.23,7.68
"1092",9.8,11.65,7.07,8.39,0.49,0.2125,1.23,7.37
"1093",9.8,11.65,7.08,8.39,0.56,0.2136,1.23,7.08
"1094",9.81,11.66,7.07,8.39,0.86,0.2125,1.22,7.01
"1095",9.82,11.67,7.05,8.39,0.89,0.2136,1.22,7.17
"1096",9.84,11.69,7.03,8.39,0.65,0.2136,1.21,7.39
"1097",9.85,11.7,7.01,8.39,0.62,0.2136,1.21,7.88
"1098",9.86,11.71,7,8.39,0.62,0.2136,1.21,8.41
"1099",9.87,11.72,6.99,8.39,0.62,0.2125,1.21,8.66
"1100",9.89,11.74,7,8.39,0.62,0.2136,1.21,8.96
"1101",9.9,11.75,6.99,8.39,0.68,0.2136,1.21,9.05
"1102",9.91,11.76,6.98,8.39,0.74,0.2136,1.23,9.17
"1103",9.92,11.77,6.97,8.39,0.68,0.2136,1.23,9.22
"1104",9.92,11.77,6.95,8.39,0.62,0.2136,1.25,9.08
"1105",9.93,11.78,6.93,8.39,0.62,0.2136,1.25,8.99
"1106",9.93,11.78,6.92,8.39,0.59,0.2136,1.26,8.97
"1107",9.95,11.8,6.9,8.39,0.65,0.2136,1.26,9.15
"1108",9.97,11.82,6.88,8.39,0.65,0.2136,1.26,9.23
"1109",9.99,11.84,6.86,8.39,0.68,0.2136,1.28,9.68
"1110",10.01,11.86,6.84,8.39,0.68,0.2147,1.28,10.13
"1111",10.03,11.88,6.82,8.39,0.65,0.2147,1.28,10.35
"1112",10.06,11.91,6.8,8.39,0.65,0.2136,1.28,10.56
"1113",10.06,11.91,6.79,8.39,0.59,0.2147,1.28,11.29
"1114",10.07,11.92,6.78,8.39,0.56,0.2136,1.28,11.9
"1115",10.08,11.93,6.77,8.39,0.56,0.2136,1.25,12.2
"1116",10.08,11.93,6.75,8.39,0.59,0.2147,1.25,12.26
"1117",10.09,11.94,6.74,8.38,0.62,0.2147,1.23,12.32
"1118",10.1,11.95,6.73,8.38,0.68,0.2136,1.23,12.41
"1119",10.1,11.95,6.72,8.38,0.71,0.2136,1.2,12.65
"1120",10.11,11.96,6.72,8.38,0.71,0.2147,1.2,13.06
"1121",10.13,11.98,6.71,8.38,0.71,0.2136,1.19,13.44
"1122",10.15,12,6.7,8.38,0.68,0.2147,1.19,13.88
"1123",10.16,12.01,6.69,8.38,0.77,0.2147,1.19,14.59
"1124",10.16,12.01,6.68,8.38,0.77,0.2147,1.19,15.39
"1125",10.18,12.03,6.67,8.38,0.8,0.2147,1.19,16.3
"1126",10.19,12.04,6.67,8.38,0.89,0.2147,1.19,17.23
"1127",10.22,12.07,6.66,8.38,0.96,0.2147,1.19,17.75
"1128",10.25,12.1,6.64,8.38,0.96,0.2147,1.19,17.86
"1129",10.26,12.11,6.63,8.38,1.02,0.2147,1.19,17.79
"1130",10.27,12.12,6.62,8.38,1.05,0.2147,1.19,17.51
"1131",10.27,12.12,6.61,8.38,1.11,0.2147,1.19,17.4
"1132",10.28,12.13,6.6,8.38,1.08,0.2147,1.19,16.87
"1133",10.29,12.14,6.59,8.38,1.08,0.2147,1.19,16.42
"1134",10.31,12.16,6.59,8.38,1.02,0.2158,1.17,16.29
"1135",10.34,12.19,6.58,8.38,0.92,0.2158,1.17,16.05
"1136",10.38,12.23,6.57,8.38,1.05,0.2158,1.16,15.6
"1137",10.42,12.27,6.54,8.38,0.86,0.2147,1.16,15.05
"1138",10.44,12.29,6.51,8.38,0.8,0.2147,1.14,15.23
"1139",10.45,12.3,6.5,8.38,0.77,0.2147,1.14,15.37
"1140",10.46,12.31,6.49,8.38,0.74,0.2158,1.12,15.39
"1141",10.46,12.31,6.5,8.37,0.74,0.2158,1.12,15.42
"1142",10.48,12.33,6.5,8.37,0.74,0.2158,1.08,15.61
"1143",10.49,12.34,6.51,8.37,0.77,0.2158,1.08,15.63
"1144",10.51,12.36,6.51,8.37,0.83,0.2158,1.08,15.75
"1145",10.53,12.38,6.49,8.37,0.83,0.2147,1.06,15.73
"1146",10.56,12.41,6.47,8.37,0.8,0.2158,1.03,16.27
"1147",10.58,12.43,6.45,8.37,0.8,0.2158,1.03,16.98
"1148",10.6,12.45,6.43,8.37,1.33,0.2158,1.03,17.72
"1149",10.62,12.47,6.4,8.37,1.17,0.2158,1,18.45
"1150",10.63,12.48,6.38,8.37,0.89,0.2158,1,19.02
"1151",10.65,12.5,6.36,8.37,0.92,0.2158,0.98,19.18
"1152",10.68,12.53,6.34,8.37,0.96,0.2158,0.98,19.14
"1153",10.73,12.58,6.32,8.37,1.08,0.2158,0.95,19.23
"1154",10.77,12.62,6.28,8.37,1.11,0.2158,0.95,19.99
