"","Press..dbar._CTD1_28","Depth_m_CTD1_28","Temp_CTD1_28","pH_CTD1_28","Turb_FTU_CTD1_28","Cond_ms_p_cm_CTD1_28","DO_mg_l_CTD1_28","Chl_A_ug_p_l_CTD1_28"
"1155",10.8,12.65,6.24,8.37,1.26,0.2158,0.92,22.19
"1156",10.8,12.65,6.22,8.37,1.29,0.2169,0.92,24.24
"1157",10.81,12.66,6.22,8.37,1.51,0.2158,0.88,25.87
"1158",10.81,12.66,6.22,8.37,1.63,0.2158,0.88,27.17
"1159",10.83,12.68,6.22,8.37,1.39,0.2158,0.85,28.18
"1160",10.83,12.68,6.22,8.37,1.26,0.2169,0.85,29.35
"1161",10.84,12.69,6.22,8.37,1.29,0.2169,0.82,30.65
"1162",10.85,12.7,6.22,8.37,1.39,0.2169,0.82,31.56
"1163",10.85,12.7,6.22,8.37,1.42,0.2158,0.82,32.31
"1164",10.87,12.72,6.21,8.37,1.33,0.2169,0.79,33.14
"1165",10.87,12.72,6.21,8.37,1.42,0.2169,0.79,33.8
"1166",10.88,12.73,6.2,8.36,1.6,0.2158,0.76,34.2
"1167",10.89,12.74,6.19,8.36,1.6,0.2169,0.76,34.56
"1168",10.89,12.74,6.18,8.36,1.6,0.2169,0.74,34.77
"1169",10.9,12.75,6.17,8.36,1.45,0.2169,0.74,34.97
"1170",10.9,12.75,6.16,8.36,1.45,0.2169,0.71,35.12
"1171",10.9,12.75,6.16,8.36,1.54,0.2169,0.71,35.07
"1172",10.91,12.76,6.15,8.36,1.6,0.2158,0.69,35.01
"1173",10.92,12.77,6.14,8.36,1.51,0.2169,0.69,35.01
"1174",10.93,12.78,6.14,8.36,1.51,0.2169,0.68,34.84
"1175",10.93,12.78,6.13,8.36,1.48,0.2169,0.68,34.53
"1176",10.93,12.78,6.13,8.36,1.57,0.2169,0.69,34.4
"1177",10.94,12.79,6.14,8.36,1.7,0.2169,0.69,34.28
"1178",10.96,12.81,6.14,8.36,1.73,0.2169,0.71,34.86
"1179",10.97,12.82,6.13,8.36,1.76,0.2169,0.71,36.15
"1180",10.97,12.82,6.12,8.36,1.82,0.2169,0.71,37.53
"1181",10.98,12.83,6.1,8.36,1.88,0.2169,0.73,38.67
"1182",10.98,12.83,6.09,8.36,1.88,0.2169,0.73,39.34
"1183",10.99,12.84,6.07,8.36,1.97,0.2169,0.76,39.39
"1184",11,12.85,6.05,8.36,2.07,0.2169,0.76,38.98
"1185",11,12.85,6.04,8.36,2.16,0.2169,0.79,38.69
"1186",11.01,12.86,6.02,8.36,2.4,0.2169,0.79,38.52
"1187",11.02,12.87,6.01,8.36,2.37,0.2169,0.8,38.45
"1188",11.04,12.89,6,8.36,2.19,0.2169,0.8,38.69
"1189",11.06,12.91,6,8.36,2.07,0.218,0.81,39.36
"1190",11.09,12.94,5.99,8.36,2.03,0.2169,0.81,40.4
"1191",11.11,12.96,5.96,8.35,2.07,0.218,0.8,41.78
"1192",11.12,12.97,5.93,8.35,2.03,0.218,0.8,43.87
"1193",11.13,12.98,5.91,8.35,2.07,0.218,0.77,45.81
"1194",11.14,12.99,5.9,8.35,2.1,0.218,0.77,47.82
"1195",11.16,13.01,5.89,8.35,2.16,0.218,0.73,48.76
"1196",11.18,13.03,5.88,8.35,2.22,0.218,0.73,48.97
"1197",11.19,13.04,5.87,8.35,2.22,0.218,0.68,49.02
"1198",11.22,13.07,5.86,8.35,2.31,0.2169,0.68,49.03
"1199",11.24,13.09,5.84,8.35,2.4,0.218,0.68,49.04
"1200",11.26,13.11,5.82,8.35,2.59,0.218,0.64,49.04
"1201",11.28,13.13,5.8,8.35,2.84,0.218,0.64,49.05
"1202",11.29,13.14,5.79,8.35,2.81,0.218,0.6,49.05
"1203",11.31,13.16,5.79,8.35,2.77,0.218,0.6,49.05
"1204",11.32,13.17,5.78,8.35,2.77,0.218,0.57,49.05
"1205",11.34,13.19,5.77,8.35,2.96,0.218,0.57,49.05
"1206",11.36,13.21,5.76,8.35,3.11,0.218,0.53,49.05
"1207",11.37,13.22,5.76,8.35,3.14,0.218,0.53,49.05
"1208",11.39,13.24,5.75,8.35,3.14,0.218,0.5,49.05
"1209",11.42,13.27,5.75,8.35,3.21,0.218,0.5,49.05
"1210",11.46,13.31,5.74,8.35,3.67,0.218,0.47,49.05
"1211",11.48,13.33,5.73,8.35,4.38,0.218,0.47,49.05
"1212",11.49,13.34,5.72,8.35,4.96,0.218,0.44,49.05
"1213",11.5,13.35,5.7,8.35,5.21,0.218,0.44,49.05
"1214",11.51,13.36,5.69,8.35,5.52,0.218,0.41,49.05
"1215",11.51,13.36,5.69,8.35,6.04,0.218,0.41,49.05
"1216",11.52,13.37,5.69,8.34,6.35,0.218,0.41,49.05
"1217",11.53,13.38,5.69,8.34,6.63,0.218,0.39,49.05
"1218",11.54,13.39,5.69,8.34,6.53,0.218,0.39,49.05
"1219",11.55,13.4,5.69,8.34,7.24,0.218,0.37,49.06
"1220",11.56,13.41,5.69,8.34,8.91,0.218,0.37,49.04
"1221",11.57,13.42,5.69,8.34,12.58,0.218,0.36,48.23
"1222",11.59,13.44,5.68,8.34,14.61,0.218,0.36,46.75
"1223",11.61,13.46,5.67,8.34,17.42,0.218,0.35,44.41
"1224",11.63,13.48,5.66,8.34,19.14,0.218,0.35,42.14
"1225",11.64,13.49,5.63,8.34,20.84,0.218,0.34,41.62
"1226",11.65,13.5,5.6,8.34,22.22,0.218,0.34,42.12
"1227",11.66,13.51,5.58,8.34,22.78,0.218,0.32,42.74
"1228",11.67,13.52,5.57,8.34,21.85,0.218,0.32,42.98
"1229",11.67,13.52,5.56,8.34,20.53,0.218,0.31,42.65
"1230",11.68,13.53,5.55,8.34,20.31,0.218,0.31,42.15
"1231",11.68,13.53,5.54,8.34,21.24,0.218,0.31,41.69
"1232",11.7,13.55,5.53,8.34,21.27,0.218,0.31,40.8
"1233",11.71,13.56,5.52,8.34,22.81,0.218,0.3,40.04
"1234",11.73,13.58,5.52,8.34,23.67,0.218,0.3,40.3
"1235",11.73,13.58,5.51,8.34,23.3,0.218,0.3,41.2
"1236",11.75,13.6,5.51,8.34,22.62,0.218,0.3,41.03
"1237",11.77,13.62,5.5,8.34,23.73,0.218,0.3,39
"1238",11.78,13.63,5.49,8.34,23.95,0.218,0.31,36.86
"1239",11.78,13.63,5.49,8.34,23.8,0.218,0.32,35.11
"1240",11.79,13.64,5.49,8.34,24.14,0.218,0.33,33.95
"1241",11.81,13.66,5.48,8.34,21.85,0.2192,0.33,33.03
"1242",11.83,13.68,5.47,8.33,20.5,0.218,0.35,32.61
"1243",11.84,13.69,5.47,8.33,18.9,0.218,0.35,32.25
"1244",11.84,13.69,5.46,8.33,17.72,0.218,0.36,31.58
"1245",11.85,13.7,5.46,8.33,17.08,0.218,0.36,30.82
"1246",11.86,13.71,5.45,8.33,16.61,0.218,0.36,30.16
"1247",11.87,13.72,5.44,8.33,16.24,0.218,0.36,29.45
"1248",11.88,13.73,5.44,8.33,16.06,0.218,0.37,28.97
"1249",11.89,13.74,5.43,8.33,15.87,0.218,0.37,28.59
"1250",11.9,13.75,5.43,8.33,15.81,0.218,0.39,28.35
"1251",11.92,13.77,5.43,8.33,15.69,0.218,0.39,28.19
"1252",11.93,13.78,5.43,8.33,15.47,0.218,0.39,28.07
"1253",11.95,13.8,5.43,8.33,15.35,0.218,0.42,27.87
"1254",11.96,13.81,5.42,8.33,15.35,0.218,0.42,27.69
"1255",11.98,13.83,5.41,8.33,15.2,0.218,0.45,27.5
"1256",11.99,13.84,5.41,8.33,15.2,0.218,0.45,27.48
"1257",12.01,13.86,5.4,8.33,15.47,0.218,0.48,27.56
"1258",12.01,13.86,5.4,8.33,15.35,0.218,0.48,27.6
"1259",12.03,13.88,5.4,8.33,15.2,0.218,0.48,27.56
"1260",12.04,13.89,5.39,8.33,15.29,0.2169,0.48,27.58
"1261",12.05,13.9,5.39,8.33,15.26,0.218,0.47,27.71
"1262",12.05,13.9,5.39,8.33,15.01,0.218,0.47,27.76
"1263",12.06,13.91,5.39,8.32,14.92,0.218,0.47,27.75
"1264",12.07,13.92,5.39,8.32,15.07,0.218,0.47,27.79
"1265",12.06,13.91,5.39,8.32,15.2,0.218,0.46,27.66
"1266",12.07,13.92,5.39,8.32,15.35,0.218,0.46,27.48
"1267",12.07,13.92,5.39,8.32,15.44,0.218,0.44,27.41
"1268",12.07,13.92,5.39,8.32,15.5,0.218,0.44,27.49
"1269",12.07,13.92,5.4,8.32,15.5,0.218,0.42,27.57
"1270",12.07,13.92,5.4,8.32,15.6,0.218,0.42,27.59
"1271",12.08,13.93,5.41,8.32,15.6,0.2169,0.42,27.65
"1272",12.08,13.93,5.41,8.32,15.47,0.218,0.41,27.71
"1273",12.1,13.95,5.41,8.32,15.32,0.218,0.41,27.83
"1274",12.11,13.96,5.41,8.32,15.29,0.218,0.39,27.91
"1275",12.13,13.98,5.41,8.32,15.17,0.218,0.39,27.87
"1276",12.14,13.99,5.4,8.32,15.17,0.218,0.38,27.79
"1277",12.14,13.99,5.4,8.32,15.17,0.218,0.38,27.81
"1278",12.15,14,5.39,8.32,15.13,0.218,0.37,27.78
"1279",12.16,14.01,5.39,8.32,15.1,0.218,0.37,27.73
"1280",12.17,14.02,5.39,8.32,14.98,0.218,0.36,27.79
"1281",12.18,14.03,5.39,8.31,15.01,0.218,0.36,27.78
"1282",12.19,14.04,5.39,8.31,15.01,0.2169,0.36,27.74
"1283",12.21,14.06,5.38,8.31,14.92,0.218,0.36,27.59
"1284",12.22,14.07,5.38,8.31,14.92,0.218,0.36,27.55
"1285",12.21,14.06,5.38,8.31,15.13,0.218,0.36,27.65
"1286",12.22,14.07,5.38,8.31,15.17,0.218,0.35,27.67
"1287",12.23,14.08,5.38,8.31,15.04,0.218,0.35,27.62
"1288",12.25,14.1,5.38,8.31,15.07,0.218,0.35,27.52
"1289",12.26,14.11,5.38,8.31,15.1,0.218,0.35,27.35
"1290",12.27,14.12,5.37,8.31,15.07,0.218,0.35,27.24
"1291",12.28,14.13,5.37,8.31,14.98,0.218,0.35,27.1
"1292",12.3,14.15,5.37,8.31,15.01,0.218,0.35,26.95
"1293",12.3,14.15,5.37,8.31,15.01,0.218,0.35,26.87
"1294",12.32,14.17,5.37,8.31,14.95,0.218,0.35,26.81
"1295",12.33,14.18,5.37,8.31,14.92,0.218,0.36,26.79
"1296",12.33,14.18,5.37,8.31,14.89,0.218,0.36,26.69
"1297",12.34,14.19,5.37,8.31,14.67,0.2169,0.38,26.53
"1298",12.36,14.21,5.36,8.31,14.61,0.218,0.38,26.34
"1299",12.38,14.23,5.36,8.31,14.43,0.218,0.4,26.02
"1300",12.38,14.23,5.36,8.31,14.49,0.218,0.4,25.63
"1301",12.39,14.24,5.36,8.3,14.27,0.218,0.42,25.02
"1302",12.4,14.25,5.36,8.3,14.06,0.218,0.42,24.66
"1303",12.4,14.25,5.36,8.3,13.75,0.218,0.43,24.41
"1304",12.41,14.26,5.36,8.3,13.53,0.218,0.43,24.23
"1305",12.42,14.27,5.36,8.3,13.44,0.218,0.44,24.15
"1306",12.42,14.27,5.36,8.3,13.29,0.218,0.44,24.07
"1307",12.42,14.27,5.35,8.3,13.19,0.218,0.44,24
"1308",12.42,14.27,5.35,8.3,13.16,0.2192,0.44,23.99
"1309",12.43,14.28,5.35,8.3,12.98,0.218,0.44,24.03
"1310",12.44,14.29,5.35,8.3,12.73,0.218,0.44,24.05
"1311",12.45,14.3,5.34,8.3,12.64,0.2192,0.44,24.15
"1312",12.45,14.3,5.34,8.3,12.51,0.218,0.44,24.27
"1313",12.46,14.31,5.34,8.3,12.24,0.2192,0.44,24.38
"1314",12.46,14.31,5.34,8.3,11.84,0.2192,0.44,24.26
"1315",12.47,14.32,5.33,8.3,11.44,0.218,0.44,24.07
"1316",12.49,14.34,5.33,8.3,11.22,0.218,0.43,23.84
"1317",12.49,14.34,5.33,8.29,11.04,0.218,0.43,23.52
"1318",12.5,14.35,5.33,8.29,11.04,0.2192,0.43,23.21
"1319",12.51,14.36,5.32,8.29,11.19,0.218,0.43,23.15
"1320",12.52,14.37,5.32,8.29,11.07,0.2192,0.43,23.22
"1321",12.53,14.38,5.32,8.29,10.79,0.2192,0.43,23.25
"1322",12.54,14.39,5.32,8.29,10.67,0.2192,0.44,23.23
"1323",12.55,14.4,5.32,8.29,10.7,0.2192,0.44,23.15
"1324",12.57,14.42,5.31,8.29,10.63,0.218,0.43,23.01
"1325",12.59,14.44,5.31,8.29,10.3,0.2192,0.43,22.78
"1326",12.59,14.44,5.3,8.29,10.14,0.2192,0.43,22.59
"1327",12.6,14.45,5.3,8.29,10.33,0.2192,0.42,22.41
"1328",12.6,14.45,5.3,8.29,10.45,0.218,0.42,22.3
"1329",12.62,14.47,5.3,8.29,10.14,0.2192,0.41,22.27
"1330",12.63,14.48,5.3,8.29,9.96,0.218,0.41,22.1
"1331",12.64,14.49,5.29,8.28,9.83,0.218,0.41,21.91
"1332",12.66,14.51,5.29,8.28,9.65,0.2192,0.41,21.73
"1333",12.67,14.52,5.29,8.28,9.56,0.2192,0.42,21.6
"1334",12.67,14.52,5.28,8.28,9.49,0.218,0.42,21.48
"1335",12.69,14.54,5.28,8.28,9.43,0.2192,0.42,21.35
"1336",12.71,14.56,5.28,8.28,9.28,0.2192,0.42,21.16
"1337",12.72,14.57,5.27,8.28,9.12,0.218,0.42,20.97
"1338",12.74,14.59,5.27,8.28,9.09,0.2192,0.42,20.87
"1339",12.74,14.59,5.27,8.28,9.12,0.2192,0.41,20.87
"1340",12.75,14.6,5.26,8.28,8.94,0.2192,0.41,20.8
"1341",12.76,14.61,5.26,8.28,8.78,0.2192,0.39,20.68
"1342",12.77,14.62,5.26,8.27,8.75,0.2192,0.39,20.63
"1343",12.78,14.63,5.25,8.27,8.85,0.2192,0.37,20.58
"1344",12.78,14.63,5.25,8.27,8.97,0.218,0.37,20.47
"1345",12.78,14.63,5.25,8.27,9.06,0.2192,0.37,20.37
"1346",12.78,14.63,5.25,8.27,9.12,0.2192,0.37,20.21
"1347",12.79,14.64,5.25,8.27,9.09,0.2192,0.37,20.08
"1348",12.8,14.65,5.25,8.27,9.09,0.2192,0.37,20.06
"1349",12.81,14.66,5.25,8.27,9.03,0.2192,0.37,20.1
"1350",12.81,14.66,5.24,8.27,8.97,0.2192,0.37,20.11
"1351",12.82,14.67,5.24,8.27,9,0.2192,0.37,20.05
"1352",12.82,14.67,5.24,8.27,9.03,0.2192,0.37,19.95
"1353",12.82,14.67,5.23,8.27,8.97,0.2192,0.37,19.9
"1354",12.82,14.67,5.23,8.26,8.91,0.2192,0.38,19.98
"1355",12.83,14.68,5.23,8.26,8.88,0.2192,0.38,19.98
"1356",12.84,14.69,5.23,8.26,8.75,0.2192,0.38,19.79
"1357",12.85,14.7,5.23,8.26,8.63,0.2192,0.38,19.71
"1358",12.86,14.71,5.22,8.26,8.57,0.2192,0.39,19.7
"1359",12.87,14.72,5.22,8.26,8.57,0.2192,0.39,19.71
"1360",12.88,14.73,5.22,8.26,8.63,0.2192,0.39,19.65
"1361",12.88,14.73,5.22,8.26,8.54,0.2192,0.39,19.65
"1362",12.89,14.74,5.21,8.26,8.48,0.2192,0.4,19.62
"1363",12.9,14.75,5.21,8.26,8.48,0.2192,0.4,19.58
"1364",12.91,14.76,5.21,8.26,8.45,0.2192,0.4,19.6
"1365",12.93,14.78,5.21,8.25,8.35,0.2192,0.4,19.64
"1366",12.94,14.79,5.21,8.25,8.32,0.2192,0.4,19.67
"1367",12.95,14.8,5.21,8.25,8.32,0.218,0.42,19.68
"1368",12.96,14.81,5.2,8.25,8.35,0.2192,0.42,19.69
"1369",12.98,14.83,5.2,8.25,8.45,0.2192,0.42,19.74
"1370",12.98,14.83,5.2,8.25,8.35,0.2192,0.42,19.8
"1371",12.99,14.84,5.2,8.25,8.23,0.2192,0.43,19.73
"1372",13,14.85,5.2,8.25,8.14,0.2192,0.43,19.69
"1373",13.01,14.86,5.2,8.25,8.08,0.2192,0.44,19.65
"1374",13.02,14.87,5.2,8.25,8.05,0.2192,0.44,19.61
"1375",13.03,14.88,5.2,8.25,7.98,0.2192,0.45,19.68
"1376",13.03,14.88,5.19,8.25,7.95,0.2192,0.45,19.74
"1377",13.05,14.9,5.19,8.24,7.95,0.2203,0.45,19.7
"1378",13.06,14.91,5.19,8.24,8.01,0.2192,0.45,19.65
"1379",13.07,14.92,5.19,8.24,7.92,0.2192,0.45,19.64
"1380",13.08,14.93,5.19,8.24,7.89,0.2192,0.45,19.65
"1381",13.09,14.94,5.19,8.24,7.95,0.2192,0.45,19.65
"1382",13.1,14.95,5.19,8.24,7.98,0.2192,0.46,19.58
"1383",13.12,14.97,5.19,8.24,7.95,0.2192,0.46,19.54
"1384",13.13,14.98,5.19,8.24,7.89,0.2192,0.46,19.48
"1385",13.14,14.99,5.18,8.24,7.89,0.2192,0.46,19.41
"1386",13.15,15,5.18,8.24,7.86,0.2192,0.45,19.35
"1387",13.16,15.01,5.18,8.24,7.74,0.2192,0.45,19.34
"1388",13.16,15.01,5.18,8.23,7.71,0.2192,0.45,19.44
"1389",13.18,15.03,5.18,8.23,7.68,0.2192,0.45,19.52
"1390",13.18,15.03,5.18,8.23,7.61,0.2192,0.45,19.53
"1391",13.19,15.04,5.18,8.23,7.58,0.2192,0.45,19.48
"1392",13.19,15.04,5.17,8.23,7.61,0.2192,0.45,19.4
"1393",13.21,15.06,5.17,8.23,7.61,0.2192,0.45,19.48
"1394",13.22,15.07,5.17,8.23,7.61,0.2192,0.45,19.55
"1395",13.25,15.1,5.17,8.23,7.49,0.2192,0.45,19.55
"1396",13.27,15.12,5.17,8.23,7.43,0.2192,0.45,19.31
"1397",13.29,15.14,5.17,8.23,7.46,0.2203,0.45,19.05
"1398",13.3,15.15,5.17,8.23,7.43,0.2203,0.45,18.85
"1399",13.31,15.16,5.17,8.22,7.37,0.2192,0.43,18.7
"1400",13.32,15.17,5.17,8.22,7.43,0.2192,0.43,18.59
"1401",13.32,15.17,5.17,8.22,7.49,0.2203,0.4,18.5
"1402",13.32,15.17,5.17,8.22,7.52,0.2192,0.4,18.46
"1403",13.33,15.18,5.17,8.22,7.52,0.2192,0.37,18.51
"1404",13.34,15.19,5.17,8.22,7.46,0.2192,0.37,18.58
"1405",13.35,15.2,5.17,8.22,7.31,0.2192,0.36,18.6
"1406",13.36,15.21,5.17,8.22,7.18,0.2192,0.36,18.55
"1407",13.36,15.21,5.17,8.22,7.21,0.2192,0.34,18.54
"1408",13.37,15.22,5.17,8.22,7.27,0.2192,0.34,18.64
"1409",13.38,15.23,5.16,8.22,7.27,0.2192,0.33,18.87
"1410",13.38,15.23,5.16,8.21,7.27,0.2203,0.33,19.18
"1411",13.4,15.25,5.16,8.21,7.21,0.2192,0.31,19.48
"1412",13.42,15.27,5.16,8.21,7.37,0.2192,0.31,19.6
"1413",13.43,15.28,5.16,8.21,7.37,0.2192,0.31,19.53
"1414",13.44,15.29,5.16,8.21,7.43,0.2192,0.31,19.44
"1415",13.46,15.31,5.16,8.21,7.4,0.2192,0.31,19.38
"1416",13.47,15.32,5.16,8.21,7.09,0.2192,0.31,19.34
"1417",13.47,15.32,5.16,8.21,7.03,0.2192,0.31,19.29
"1418",13.49,15.34,5.16,8.21,6.75,0.2192,0.31,19.19
"1419",13.49,15.34,5.16,8.21,6.63,0.2192,0.31,19.08
"1420",13.5,15.35,5.16,8.21,6.53,0.2203,0.34,18.92
"1421",13.51,15.36,5.16,8.2,6.63,0.2192,0.34,18.77
"1422",13.51,15.36,5.15,8.2,6.78,0.2192,0.37,18.6
"1423",13.52,15.37,5.15,8.2,6.75,0.2192,0.37,18.52
"1424",13.53,15.38,5.15,8.2,6.53,0.2192,0.38,18.51
"1425",13.53,15.38,5.15,8.2,6.47,0.2192,0.38,18.46
"1426",13.54,15.39,5.15,8.2,6.41,0.2192,0.39,18.4
"1427",13.55,15.4,5.15,8.2,6.35,0.2192,0.39,18.34
"1428",13.55,15.4,5.15,8.2,6.6,0.2192,0.39,18.22
"1429",13.59,15.44,5.15,8.2,6.69,0.2192,0.39,17.94
"1430",13.61,15.46,5.15,8.2,6.29,0.2203,0.39,17.63
"1431",13.64,15.49,5.15,8.2,6.2,0.2192,0.39,17.31
"1432",13.66,15.51,5.14,8.2,6.16,0.2192,0.37,17.06
"1433",13.67,15.52,5.14,8.2,6.1,0.2192,0.37,16.86
"1434",13.68,15.53,5.14,8.19,6.13,0.2192,0.37,16.68
"1435",13.7,15.55,5.14,8.19,6.13,0.2192,0.35,16.5
"1436",13.71,15.56,5.14,8.19,6.07,0.2192,0.35,16.32
"1437",13.73,15.58,5.13,8.19,6.07,0.2192,0.33,16.23
"1438",13.74,15.59,5.13,8.19,6.07,0.2192,0.33,16.23
"1439",13.76,15.61,5.13,8.19,5.89,0.2203,0.3,16.24
"1440",13.77,15.62,5.13,8.19,5.86,0.2192,0.3,16.17
"1441",13.79,15.64,5.12,8.19,5.83,0.2192,0.29,16.07
"1442",13.81,15.66,5.12,8.19,5.89,0.2192,0.29,16.05
"1443",13.83,15.68,5.12,8.19,5.92,0.2192,0.27,16.05
"1444",13.84,15.69,5.12,8.19,5.92,0.2192,0.27,16.1
"1445",13.85,15.7,5.12,8.18,5.92,0.2192,0.26,16.06
"1446",13.85,15.7,5.12,8.18,5.89,0.2192,0.26,15.94
"1447",13.86,15.71,5.12,8.18,5.86,0.2192,0.24,15.81
"1448",13.88,15.73,5.12,8.18,5.8,0.2203,0.24,15.73
"1449",13.88,15.73,5.12,8.18,5.8,0.2203,0.23,15.65
"1450",13.89,15.74,5.12,8.18,5.86,0.2192,0.23,15.57
"1451",13.9,15.75,5.12,8.18,5.92,0.2203,0.23,15.49
"1452",13.91,15.76,5.12,8.18,5.92,0.2192,0.23,15.48
"1453",13.93,15.78,5.11,8.18,5.98,0.2203,0.23,15.44
"1454",13.95,15.8,5.11,8.18,6.04,0.2192,0.23,15.38
"1455",13.97,15.82,5.11,8.18,5.95,0.2192,0.23,15.32
"1456",13.99,15.84,5.11,8.17,5.92,0.2203,0.23,15.27
"1457",14,15.85,5.11,8.17,5.92,0.2192,0.23,15.21
"1458",14.02,15.87,5.11,8.17,5.89,0.2192,0.23,15.2
"1459",14.03,15.88,5.11,8.17,5.86,0.2192,0.23,15.2
"1460",14.04,15.89,5.11,8.17,5.89,0.2192,0.22,15.24
"1461",14.05,15.9,5.11,8.17,5.89,0.2192,0.22,15.28
"1462",14.06,15.91,5.11,8.17,5.89,0.2203,0.21,15.36
"1463",14.07,15.92,5.11,8.17,5.89,0.2192,0.21,15.41
"1464",14.08,15.93,5.11,8.17,5.8,0.2203,0.2,15.43
"1465",14.08,15.93,5.1,8.17,5.73,0.2192,0.2,15.4
"1466",14.08,15.93,5.11,8.16,5.73,0.2203,0.19,15.42
"1467",14.09,15.94,5.1,8.16,5.73,0.2192,0.19,15.47
"1468",14.09,15.94,5.1,8.16,5.7,0.2192,0.19,15.57
"1469",14.08,15.93,5.1,8.16,5.7,0.2203,0.19,15.68
"1470",14.1,15.95,5.1,8.16,5.73,0.2203,0.19,15.74
"1471",14.11,15.96,5.1,8.16,5.7,0.2192,0.19,15.75
"1472",14.11,15.96,5.1,8.16,5.8,0.2192,0.19,15.74
"1473",14.13,15.98,5.1,8.16,5.92,0.2203,0.18,15.72
"1474",14.15,16,5.1,8.16,5.89,0.2192,0.18,15.65
"1475",14.17,16.02,5.1,8.16,5.83,0.2192,0.19,15.43
"1476",14.17,16.02,5.1,8.16,5.95,0.2203,0.19,15.3
"1477",14.18,16.03,5.1,8.16,6.07,0.2192,0.19,15.19
"1478",14.18,16.03,5.1,8.15,6.01,0.2203,0.19,15.17
"1479",14.19,16.04,5.1,8.15,5.95,0.2203,0.19,15.21
"1480",14.2,16.05,5.09,8.15,5.95,0.2192,0.19,15.3
"1481",14.22,16.07,5.09,8.15,5.92,0.2203,0.19,15.31
"1482",14.22,16.07,5.09,8.15,5.83,0.2192,0.19,15.17
"1483",14.23,16.08,5.09,8.15,5.8,0.2203,0.19,15.05
"1484",14.25,16.1,5.09,8.15,5.8,0.2192,0.18,14.99
"1485",14.26,16.11,5.09,8.15,5.92,0.2192,0.18,14.94
"1486",14.29,16.14,5.09,8.15,5.89,0.2203,0.18,14.86
"1487",14.32,16.17,5.08,8.15,5.83,0.2203,0.18,14.75
"1488",14.35,16.2,5.08,8.15,5.89,0.2203,0.18,14.59
"1489",14.36,16.21,5.08,8.15,5.83,0.2203,0.18,14.43
"1490",14.37,16.22,5.07,8.14,5.7,0.2203,0.19,14.31
"1491",14.38,16.23,5.07,8.14,5.73,0.2192,0.19,14.27
"1492",14.4,16.25,5.07,8.14,5.67,0.2203,0.19,14.25
"1493",14.41,16.26,5.06,8.14,5.61,0.2203,0.19,14.14
"1494",14.42,16.27,5.06,8.14,5.64,0.2203,0.19,13.99
"1495",14.43,16.28,5.06,8.14,5.67,0.2203,0.19,13.92
"1496",14.44,16.29,5.06,8.14,5.58,0.2203,0.19,13.91
"1497",14.45,16.3,5.06,8.14,5.46,0.2203,0.19,13.93
"1498",14.48,16.33,5.06,8.14,5.36,0.2203,0.19,13.9
"1499",14.49,16.34,5.05,8.14,5.33,0.2203,0.18,13.88
"1500",14.51,16.36,5.05,8.14,5.3,0.2203,0.18,13.85
"1501",14.52,16.37,5.05,8.14,5.3,0.2203,0.18,13.81
"1502",14.53,16.38,5.05,8.13,5.33,0.2203,0.18,13.76
"1503",14.54,16.39,5.05,8.13,5.39,0.2192,0.17,13.73
"1504",14.55,16.4,5.05,8.13,5.46,0.2203,0.16,13.76
"1505",14.56,16.41,5.05,8.13,5.46,0.2203,0.16,13.81
"1506",14.57,16.42,5.05,8.13,5.36,0.2192,0.16,13.8
"1507",14.58,16.43,5.05,8.13,5.36,0.2203,0.16,13.79
"1508",14.59,16.44,5.05,8.13,5.46,0.2203,0.16,13.81
"1509",14.6,16.45,5.05,8.13,5.46,0.2203,0.15,13.87
"1510",14.61,16.46,5.05,8.13,5.43,0.2203,0.15,13.93
"1511",14.62,16.47,5.05,8.13,5.33,0.2203,0.15,13.93
"1512",14.63,16.48,5.05,8.13,5.24,0.2203,0.15,13.89
"1513",14.65,16.5,5.05,8.12,5.27,0.2203,0.15,13.86
"1514",14.68,16.53,5.05,8.12,5.33,0.2203,0.15,13.8
"1515",14.71,16.56,5.05,8.12,5.33,0.2203,0.14,13.78
"1516",14.73,16.58,5.04,8.12,5.39,0.2203,0.14,13.81
"1517",14.74,16.59,5.04,8.12,5.46,0.2203,0.14,13.86
"1518",14.76,16.61,5.04,8.12,5.43,0.2203,0.14,13.87
"1519",14.77,16.62,5.04,8.12,5.43,0.2203,0.13,13.83
"1520",14.78,16.63,5.04,8.12,5.43,0.2203,0.13,13.81
"1521",14.78,16.63,5.04,8.12,5.33,0.2203,0.12,13.83
"1522",14.79,16.64,5.04,8.12,5.3,0.2203,0.12,13.85
"1523",14.81,16.66,5.04,8.12,5.27,0.2203,0.12,13.85
"1524",14.83,16.68,5.04,8.11,5.21,0.2203,0.12,13.82
"1525",14.85,16.7,5.04,8.11,5.21,0.2203,0.12,13.79
"1526",14.88,16.73,5.04,8.11,5.27,0.2203,0.12,13.77
"1527",14.89,16.74,5.04,8.11,5.33,0.2203,0.12,13.77
"1528",14.91,16.76,5.04,8.11,5.24,0.2203,0.11,13.77
"1529",14.92,16.77,5.04,8.11,5.24,0.2203,0.11,13.76
"1530",14.93,16.78,5.04,8.11,5.24,0.2203,0.11,13.7
"1531",14.94,16.79,5.04,8.11,5.24,0.2203,0.11,13.62
"1532",14.94,16.79,5.04,8.11,5.27,0.2203,0.11,13.58
"1533",14.94,16.79,5.04,8.11,5.27,0.2192,0.11,13.58
